Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
HDFC.NS,,,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,HDFC.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH.NS,,Information Technology Services,Technology,,1,2,1,1,1,86400,2,1835.0,1837.0,1817.3,1865.0,1835.0,1837.0,1817.3,1865.0,48.0,0.026400002,1729555200,0.871,2.78,0.628,29.381443,26.013168,2353963,2353963,2618891,2235324,2235324,4940705562624,1235.0,1897.0,361.85043,1816.881,1605.0687,0.645,0.00035149863,4928817332224,0.14677,1009674174,2708720128,0.61320996,0.25083,2708720128,3.035,600.98846,0.091,62.08,70.24,0.36986458,12.0,1729555200,NSI,EQUITY,HCLTECH.NS,HCL TECHNOLOGIES LTD,HCL Technologies Limited,1824.0,2300.0,1449.0,1872.186,1900.0,2.62791,hold,43,3228000000,1.192,2814000128,690000000,2.435,2.736,13653999616,8.393,5.039,0.13455,0.24864,1906249984,2520999936,0.098,0.068,0.35294,0.20608999,0.18577999
LT.NS,,Engineering & Construction,Industrials,54303,5,6,8,1,7,86400,2,3542.15,3559.9,3495.0,3607.0,3542.15,3559.9,3495.0,3607.0,28.0,0.008,1718841600,0.28530002,1.2,0.717,35.76653,25.077374,1826315,1826315,2164747,1442816,1442816,4828356411392,3031.05,3919.9,1.9894311,3580.837,3588.476,28.0,0.007904803,5696156860416,0.05573,1139546784,1375129984,0.14220001,0.49216,1383590016,648.865,5.411295,0.054,98.17,104.42,0.1511172,28.0,1718841600,NSI,EQUITY,LT.NS,LARSEN & TOUBRO LTD.,Larsen & Toubro Limited,3511.2,4550.0,2946.0,4036.2122,4100.0,1.57576,buy,33,554390978560,403.144,282901610496,1261834862592,0.546,1.173,2427003600896,119.062,1765.484,0.045679998,0.16102,175528574976,143537602560,0.077,0.201,0.36333,0.116560005,0.10278
SUNPHARMA.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,43000,7,4,3,5,4,86400,2,1747.75,1730.05,1730.0,1806.75,1747.75,1730.05,1730.0,1806.75,13.5,0.0076,1720742400,0.2928,0.95,0.547,38.540085,32.071465,1933019,1933019,1886937,1767281,1767281,4256411418624,1184.5,1960.35,8.460749,1861.413,1659.8885,,,4081573691392,0.21972999,1035114634,2399330048,0.55097,0.2631,2399330048,288.721,6.14434,0.28,46.03,32.68,0.48252416,5.0,1720742400,NSI,EQUITY,SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Sun Pharmaceutical Industries Limited,1774.0,2450.0,1600.0,2043.3243,2094.0,1.75676,buy,37,201221898240,84.059,138017406976,25719500800,1.916,2.672,503077404672,3.707,209.894,0.08541001,0.16771,77989175296,127154700288,0.283,0.09,0.77605003,0.27435,0.23963
BAJFINANCE.NS,,Credit Services,Financial Services,,8,5,4,8,5,86400,2,6567.95,6594.35,6561.0,6644.8,6567.95,6594.35,6561.0,6644.8,36.0,0.0055,1718928000,0.14479999,0.24,1.048,26.463964,19.24994,804039,804039,1187747,688369,688369,4073671360512,6187.8,7830.0,11.902226,7144.64,6952.34,36.0,0.005481162,6558238375936,0.44922,258677249,618489984,0.54955,0.25138,619099008,1403.263,4.689071,0.126,248.64,,-0.06762421,36.0,1718928000,NSI,EQUITY,BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Bajaj Finance Limited,6580.0,10000.0,5700.0,8059.2583,8150.0,1.93103,buy,31,124034998272,200.516,,2581427650560,5.378,5.378,342261301248,290.321,554.982,0.04145,0.20686,,-729231917056,0.104,0.163,0.93649,,0.59731996
TATAMTRDVR.NS,,Auto Manufacturers,Consumer Cyclical,91496,,,,,,86400,2,768.65,745.8,740.6,774.45,768.65,745.8,740.6,774.45,3.1,0.004,1718064000,0.0591,2.02,1.678,8.635382,17.781937,11048804,11048804,930154,,,3725041074176,457.05,804.3,0.83946526,768.65,701.482,,,3581168058368,0.07609,2262900518,508503008,0.09694,0.17828,4901369856,221.588,3.4297886,0.738,88.01,42.74,0.6662692,3.1,1718064000,NSI,EQUITY,TATAMTRDVR.NS,TATA MOTORS DVR  A  ORD,Tata Motors Limited,760.0,203.0,203.0,203.0,203.0,3.0,hold,1,592166387712,154.522,511051988992,1120443695104,,,4437397471232,117.15,1157.912,,,,,,0.057,0.44472998,0.11517,0.097270004
NTPC.NS,,Utilities - Regulated Electric,Utilities,20074,3,8,3,4,5,86400,2,366.7,368.0,365.05,378.5,366.7,368.0,365.05,378.5,11.25,0.0307,1730332800,0.44419998,3.82,0.463,18.643982,14.297872,17052445,17052445,15424312,12971932,12971932,3559647608832,251.7,448.45,1.9381799,412.152,378.624,10.25,0.027952004,5943569940480,0.120179996,4494113853,9696669696,0.52671003,0.36213002,9696669696,173.535,2.1154234,0.143,19.69,24.09,0.4508407,2.5,1730332800,NSI,EQUITY,NTPC.NS,NTPC LTD,NTPC Limited,367.1,500.0,280.0,446.2,460.0,1.76923,buy,25,78724300800,8.119,502551609344,2420094795776,0.463,0.926,1836593053696,139.959,189.407,0.04476,0.13656001,-149665693696,470758195200,0.143,-0.006,0.42235002,0.27363002,0.16645001
AXISBANK.NS,,Banks - Regional,Financial Services,104633,1,1,7,10,2,86400,2,1126.2,1130.0,1122.05,1139.0,1126.2,1130.0,1122.05,1139.0,1.0,0.00090000004,1720742400,0.0111,1.03,0.944,12.620532,10.794762,19223951,19223951,8612890,8819472,8819472,3510532571136,995.4,1339.65,5.258153,1186.354,1159.384,1.0,0.0008879418,4871332298752,0.41832,2739610087,3094350080,0.02031,0.68327004,3097210112,557.714,2.032314,0.193,89.81,,0.13502824,1.0,1720742400,NSI,EQUITY,AXISBANK.NS,AXIS BANK LIMITED,Axis Bank Limited,1133.45,1590.0,1107.0,1357.4419,1360.0,1.52381,buy,43,892193079296,288.587,,2252174524416,,,667636072448,,216.263,0.01918,0.17764999,,-974622818304,0.188,0.102,,,0.47516
MARUTI.NS,,Auto Manufacturers,Consumer Cyclical,18228,3,6,5,8,5,86400,2,11093.95,11090.0,10896.4,11195.25,11093.95,11090.0,10896.4,11195.25,125.0,0.0114,1722556800,0.28030002,0.83,0.652,24.56775,19.589203,864050,864050,579826,467436,467436,3445291220992,9737.65,13680.0,2.3725843,12082.425,12269.324,,,3410748768256,0.09656,131416090,314403008,0.5819,0.30135,314403008,2834.796,3.8656046,-0.176,446.04,521.85,0.044887304,125.0,1722556800,NSI,EQUITY,MARUTI.NS,MARUTI SUZUKI INDIA LTD.,Maruti Suzuki India Limited,10958.2,16600.0,10800.0,13342.279,13407.0,1.80952,buy,43,36439998464,115.903,199318994944,1584000000,0.348,0.866,1452125978624,0.178,4618.617,0.086339995,0.18101,24424624128,138483007488,-0.208,0.01,0.2915,0.13726,0.09648
KOTAKBANK.NS,,Banks - Regional,Financial Services,116000,8,2,4,1,1,86400,2,1722.75,1729.8,1713.5,1739.8,1722.75,1729.8,1713.5,1739.8,2.0,0.0011999999,1721347200,0.0182,0.06,0.562,15.700483,16.565437,2759648,2759648,4345083,3172978,3172978,3424605700096,1543.85,1942.0,4.5716662,1808.018,1765.4547,,,3744804634624,0.29495,1437265962,1988160000,0.28878,0.45468,2027680000,740.965,2.324671,0.131,109.71,,-0.006640613,2.0,1721347200,NSI,EQUITY,KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD,Kotak Mahindra Bank Limited,1722.5,2300.0,1603.0,1994.425,2007.5,2.23077,buy,40,461008404480,231.873,,770709520384,,,749093584896,,376.837,0.0298,0.16479999,,-509083713536,0.13,0.211,,,0.35261002
M&M.NS,,Auto Manufacturers,Consumer Cyclical,260000,3,4,7,1,4,86400,2,2846.9,2845.0,2845.0,2998.0,2846.9,2845.0,2845.0,2998.0,21.1,0.0072000003,1720137600,0.2086,0.94,1.071,29.031635,23.219954,5229986,5229986,3413772,3412904,3412904,3520013271040,1535.1,3222.1,2.3878014,2940.693,2554.6843,,,4292085547008,0.08049,839108798,1198690048,0.22972,0.54401,1241340032,632.146,4.6453667,0.351,101.15,,0.90765595,21.1,1720137600,NSI,EQUITY,M&M.NS,MAHINDRA & MAHINDRA LTD,Mahindra & Mahindra Limited,2936.55,3700.0,2700.0,3383.4055,3420.0,1.40541,strong_buy,37,302525415424,271.257,268166807552,1192247558144,0.451,1.312,1474164948992,145.663,1322.415,0.06309,0.17017001,5433699840,-29359599616,0.349,0.102,0.40423,0.18191,0.16823
ONGC.NS,,Oil & Gas Integrated,Energy,25847,10,7,1,8,7,86400,2,250.65,250.0,247.1,255.4,250.65,250.0,247.1,255.4,18.25,0.0736,1731974400,0.375,4.94,0.653,7.5949173,5.770541,17391422,17391422,15816648,14079481,14079481,3120543301632,188.15,345.0,0.5165402,278.45,285.5595,12.5,0.04987034,4871278297088,0.06802,3871613464,12580299776,0.69189,0.21792999,12587799552,280.175,0.88533956,-0.252,32.66,35.73,0.30081296,6.0,1731974400,NSI,EQUITY,ONGC.NS,OIL AND NATURAL GAS CORP.,Oil and Natural Gas Corporation Limited,248.05,430.0,215.0,312.3793,310.0,2.0,buy,29,433821712384,34.503,833407090688,1914893238272,0.394,0.892,6041239552000,50.462,480.218,0.0482,0.12048,-91077468160,833539145728,-0.252,0.078,0.18372999,0.13795,0.07767
TATAMOTORS.NS,,Auto Manufacturers,Consumer Cyclical,91496,5,6,8,5,7,86400,2,771.9,771.9,771.9,799.9,771.9,771.9,771.9,799.9,3.0,0.0038,1718064000,0.033299997,1.11,1.618,8.6815815,10.634684,14005575,14005575,13639349,15720486,15720486,3268590174208,671.25,1179.0,0.7427588,898.534,977.57275,,,3330660106240,0.07576,1874246759,3680989952,0.44142,0.24952,4180049920,293.845,2.6610968,-0.112,90.07,,0.15184939,3.0,1718064000,NSI,EQUITY,TATAMOTORS.NS,TATA MOTORS LIMITED,Tata Motors Limited,781.95,1300.0,767.0,982.4194,968.0,2.12903,buy,31,535179984896,155.607,485882986496,1065489989632,0.491,0.939,4400607657984,95.362,1279.507,0.061079998,0.39181,118380339200,602283573248,,-0.035,0.45356,0.110410005,0.07129
ULTRACEMCO.NS,,Building Materials,Basic Materials,23670,8,10,7,8,10,86400,2,10630.9,10684.05,10657.9,10870.0,10630.9,10684.05,10657.9,10870.0,70.0,0.0064999997,1722297600,0.3082,0.42,0.555,47.267204,32.28028,220342,220342,291491,247176,247176,3097059917824,8545.05,12138.0,4.370477,11327.72,10714.163,,,3221914386432,0.09246001,109112879,288204992,0.61441004,0.21685,288340000,2128.964,5.0451765,-0.36,227.24,137.04,0.2515093,70.0,1722297600,NSI,EQUITY,ULTRACEMCO.NS,ULTRATECH CEMENT LIMITED,UltraTech Cement Limited,10741.0,13750.0,6900.0,11847.308,12063.0,1.89744,buy,39,65976201216,228.894,122346799104,169638494208,0.386,0.838,708631986176,27.025,2458.684,0.05631,0.11017,-11564749824,103667097600,-0.36,-0.024,0.57730997,0.17265,0.071279995
ADANIENT.NS,,Thermal Coal,Energy,8676,7,8,1,10,7,86400,2,2818.7,2831.0,2809.8,2894.8,2818.7,2831.0,2809.8,2894.8,1.3,0.0005,1718323200,0.027999999,0.65,0.879,60.515575,39.92064,536006,536006,1261465,838031,838031,3251324846080,2160.6,3743.9,3.1778927,2984.473,3094.8933,,,4110485553152,0.0541,270065271,1154179968,0.78564,0.14631,1183869952,334.151,8.430321,6.645,46.55,,0.29709232,1.3,1718323200,NSI,EQUITY,ADANIENT.NS,ADANI ENTERPRISES LIMITED,Adani Enterprises Limited,2817.0,4710.0,3800.0,4255.0,4255.0,,none,2,66934398976,56.952,130348900352,804272472064,0.26,0.695,1023107203072,168.936,882.541,0.03809,0.1364,-170900307968,78020796416,6.41,0.004,0.48720002,0.1274,0.117589995
POWERGRID.NS,,Utilities - Regulated Electric,Utilities,8316,5,10,5,4,8,86400,2,312.05,313.05,312.25,318.25,312.05,313.05,312.25,318.25,15.75,0.05,1731542400,0.6709,5.16,0.389,18.747017,16.977856,13152417,13152417,14093501,13795160,13795160,2922248667136,208.25,366.25,6.3788066,330.292,316.05927,11.75,0.037654225,4101249695744,0.34296,4312979825,9300599808,0.51358,0.34969002,9300599808,99.026,3.1729043,0.003,16.76,21.27,0.49383593,4.5,1731542400,NSI,EQUITY,POWERGRID.NS,POWER GRID CORP. LTD.,Power Grid Corporation of India Limited,314.2,426.0,232.0,337.45456,353.5,2.5,buy,22,89554296832,9.633,399302688768,1261904592896,0.567,0.812,458118397952,137.073,49.261,0.06717,0.17559999,72756363264,352457883648,0.005,0.001,0.97975,0.87161005,0.56831
TITAN.NS,,Luxury Goods,Consumer Cyclical,8680,4,7,7,5,7,86400,2,3172.3,3192.0,3172.3,3283.0,3172.3,3192.0,3172.3,3283.0,11.0,0.0034,1719446400,0.3007,0.3,0.517,88.36444,58.10462,1174468,1174468,1157358,1565583,1565583,2856284848128,3055.65,3886.95,5.2449317,3475.191,3495.8909,11.0,0.0034675156,3043379904512,0.05962,355812594,887044992,0.58638,0.20409,888201984,109.807,29.324179,-0.231,36.44,56.18,-0.05389625,11.0,1719446400,NSI,EQUITY,TITAN.NS,TITAN COMPANY LIMITED,Titan Company Limited,3220.0,5000.0,2758.0,3678.5757,3600.0,2.33333,buy,33,32280000512,36.407,48919998464,216480006144,0.186,1.312,544580009984,222.35,613.971,0.0801,0.29215,-32992499712,24259999744,-0.231,0.16,0.21975,0.089829996,0.07328
BAJAJ-AUTO.NS,,Auto Manufacturers,Consumer Cyclical,6192,9,4,8,1,6,86400,2,9516.5,9560.0,9500.45,9698.6,9516.5,9560.0,9500.45,9698.6,80.0,0.0084,1718323200,0.305,2.47,1.047,36.234997,25.19081,365316,365316,619032,373868,373868,2656525352960,5783.1,12774.0,5.291267,10976.076,9704.627,,,2635020632064,0.14682001,108649717,279257984,0.58757,0.15455,279280000,1111.31,8.559312,-0.314,262.51,171.22,0.6110207,80.0,1718323200,NSI,EQUITY,BAJAJ-AUTO.NS,BAJAJ AUTO LIMITED,Bajaj Auto Limited,9512.05,14000.0,7225.0,10952.86,11389.0,3.04651,hold,43,77129703424,276.688,111616999424,51185500160,0.995,1.525,502058483712,16.523,1787.351,0.16375,0.24445,48749400064,27088900096,-0.304,0.218,0.31237,0.22232,0.21651
ADANIPORTS.NS,,Marine Shipping,Industrials,3129,3,8,1,1,4,86400,2,1279.3,1285.0,1282.0,1321.45,1279.3,1285.0,1282.0,1321.45,6.0,0.0047,1718323200,0.1263,0.5,0.584,27.121786,22.234547,2631257,2631257,1954827,1902648,1902648,2780532047872,785.0,1621.4,9.987565,1390.482,1396.6375,,,3236014850048,0.35222,844842535,2160140032,0.59598,0.21438,2161149952,264.719,4.8625145,0.399,47.46,33.42,0.62608755,6.0,1718323200,NSI,EQUITY,ADANIPORTS.NS,ADANI PORT & SEZ LTD,Adani Ports and Special Economic Zone Limited,1287.2,2000.0,1616.0,1741.4,1738.0,1.4,strong_buy,15,73401196544,33.984,166432702464,504850186240,0.716,1.136,278399385600,85.449,128.887,0.06685,0.17819999,41418551296,154786299904,0.764,0.063,0.66535,0.59782004,0.46587002
COALINDIA.NS,,Thermal Coal,Energy,228861,9,7,1,4,5,86400,2,413.35,415.95,410.7,422.0,413.35,415.95,410.7,422.0,41.25,0.1001,1730764800,0.4356,8.96,0.244,7.049026,6.6324644,6290215,6290215,8637429,7586998,7586998,2543050555392,330.0,543.55,1.9169358,470.956,474.42526,26.0,0.06290069,2255800762368,0.27193,2270666927,6162729984,0.63137,0.25462,6162729984,156.171,2.6422958,-0.075,58.54,25.43,0.23262072,15.75,1730764800,NSI,EQUITY,COALINDIA.NS,COAL INDIA LTD,Coal India Limited,412.65,614.0,180.0,523.9583,543.5,1.92,buy,24,370303696896,60.117,472389713920,78161600512,1.032,1.809,1326622703616,8.053,215.284,0.10689,0.43018,115140083712,250836598784,-0.074,-0.09,0.8557,0.35608003,0.24639
WIPRO.NS,,Information Technology Services,Technology,234000,1,3,9,4,3,86400,2,552.85,556.0,554.7,569.8,552.85,556.0,554.7,569.8,1.0,0.0018000001,1706054400,0.0446,0.51,0.708,25.0223,22.193659,6459524,6459524,7834558,7177182,7177182,2931673792512,393.1,583.2,3.3059466,545.996,508.66925,,,2619702509568,0.13239999,1509992497,5225800192,0.72971,0.123339996,5227219968,156.608,3.5821924,0.213,22.42,25.28,0.39627326,1.0,1706054400,NSI,EQUITY,WIPRO.NS,WIPRO LTD,Wipro Limited,561.0,670.0,425.0,530.2683,530.0,3.53659,underperform,41,511609012224,97.908,166265995264,192822001664,2.564,2.693,886787997696,23.511,169.791,0.076469995,0.15557,122917126144,182718005248,0.214,-0.01,0.30152,0.18749,0.16835
