Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
RELIANCE.NS,,Oil & Gas Refining & Marketing,Energy,347362,9,10,7,1,9,86400,2,1252.05,1253.6,1251.1,1272.6,1252.05,1253.6,1251.1,1272.6,5.0,0.0039,1724025600,0.0996,0.44,0.635,25.237051,19.838583,12612633,12612633,15698653,13621720,13621720,17144197677056,1168.2,1608.8,1.853551,1390.4926,1457.2612,10.0,0.007986901,19929048809472,0.07343,6178648529,13532399616,0.49667,0.27714002,13532399616,605.573,2.0920682,-0.048,50.2,71.85,0.079107046,10.0,1724025600,NSI,EQUITY,RELIANCE.NS,RELIANCE INDUSTRIES LTD,Reliance Industries Limited,1266.9,1950.0,1300.0,1616.4445,1640.0,1.94595,buy,36,2147900063744,158.729,1562509967360,3575249895424,0.553,1.081,9249379844096,37.464,683.526,0.03875,0.08479,-416127483904,1797530058752,-0.048,-0.002,0.34339002,0.16893,0.11306
TCS.NS,,Information Technology Services,Technology,612724,1,6,1,8,3,86400,2,4150.35,4135.0,4116.45,4160.0,4150.35,4135.0,4116.45,4160.0,40.0,0.0095999995,1729209600,0.42810002,1.28,0.518,31.661707,26.787062,1825432,1825432,2166664,1847445,1847445,15007837323264,3433.0,4592.25,6.0347085,4217.938,4089.7332,57.0,0.013733781,14621948772352,0.19076,1002644413,3618089984,0.71783996,0.16247,3659099904,280.521,14.786772,0.05,131.01,154.68,0.17794633,10.0,1729209600,NSI,EQUITY,TCS.NS,TATA CONSULTANCY SERV LT,Tata Consultancy Services Limited,4148.0,5710.0,3050.0,4501.089,4535.0,2.27273,buy,45,477630005248,132.012,651870011392,90469998592,2.362,2.618,2486920019968,8.836,685.788,0.24511999,0.46772,306369986560,443359985664,0.062,0.077,0.39264,0.26212,0.24067
HDFCBANK.NS,,Banks - Regional,Financial Services,206758,,,,,,86400,2,1681.35,1673.1,1672.1,1704.85,1681.35,1673.1,1672.1,1704.85,19.5,0.0115,1715299200,0.2152,0.67,0.833,19.153463,15.219425,13573235,13573235,18496189,12975171,12975171,12934878068736,1363.55,1794.0,4.684749,1707.132,1584.9735,,,17046248095744,0.25056,7578068585,7642919936,0.01672,0.51547,7642919936,632.437,2.6759977,0.398,88.36,96.36,0.124601364,19.5,1715299200,NSI,EQUITY,HDFCBANK.NS,HDFC BANK LTD,HDFC Bank Limited,1692.4,2550.0,1545.0,1932.9775,1950.0,1.475,strong_buy,40,2663853850624,349.683,,6660388552704,,,2761061040128,,363.255,0.01712,0.1153,,-1467762343936,0.39,0.63,,,0.32936
BHARTIARTL.NS,,Telecom Services,Communication Services,24893,6,6,6,5,6,86400,2,1550.45,1550.0,1536.55,1568.0,1550.45,1550.0,1536.55,1568.0,8.0,0.0052,1722988800,0.3868,0.8,0.291,75.38312,32.60275,5139154,5139154,5978449,4683594,4683594,9291955175424,941.95,1779.0,5.976368,1653.401,1419.8127,8.0,0.0051597925,11333790597120,0.0789,2563438641,5690549760,0.55315,0.31160998,5977840128,150.527,10.326387,1.68,20.62,,0.6127522,8.0,1722988800,NSI,EQUITY,BHARTIARTL.NS,BHARTI AIRTEL LIMITED,Bharti Airtel Limited,1554.4,2070.0,1120.0,1770.7222,1836.0,1.63889,buy,36,125100998656,21.621,722990989312,2255408070656,0.118,0.359,1554783010816,204.474,270.184,0.0544,0.12929,39372623872,856934973440,1.597,0.12,0.63526,0.46501,0.26152
ICICIBANK.NS,,Banks - Regional,Financial Services,187765,2,1,7,1,1,86400,2,1253.7,1253.75,1243.05,1267.7,1253.7,1253.75,1243.05,1267.7,10.0,0.008,1723420800,0.1512,0.99,0.829,19.04038,17.121922,9506892,9506892,13729606,10853155,10853155,8881161895936,914.75,1362.35,5.42027,1269.317,1170.5713,,,9567663554560,0.28909,7019272418,7054419968,0.02224,0.54234004,7054419968,397.441,3.1676397,0.188,66.12,37.94,0.3641001,10.0,1723420800,NSI,EQUITY,ICICIBANK.NS,ICICI BANK LTD.,ICICI Bank Limited,1258.95,1650.0,1170.0,1464.7,1465.0,1.325,strong_buy,40,1643846303744,233.261,,2197605449728,,,1638509182976,,233.246,0.02158,0.18731001,,-23252623360,0.182,0.274,,,0.37491
INFY.NS,,Information Technology Services,Technology,317788,7,5,4,1,3,86400,2,1868.4,1865.6,1856.0,1876.0,1868.4,1865.6,1856.0,1876.0,41.0,0.022,1730160000,0.5924,2.14,0.626,28.661442,25.846651,4311431,4311431,5690435,4743859,4743859,7724848906240,1358.35,1991.45,410.11087,1884.834,1678.3705,0.49,0.00026225648,7720409235456,0.17159,3509357129,4142010112,0.15773,0.5032,4160730112,2.605,715.9309,0.035,65.07,72.32,0.2978909,21.0,1730160000,NSI,EQUITY,INFY.NS,INFOSYS LIMITED,Infosys Limited,1865.0,2330.0,1530.0,2028.814,2110.0,2.09302,buy,43,3488000000,0.842,4337999872,1051000000,1.891,2.193,18836000768,9.697,4.55,0.15253,0.31404,2286749952,3671000064,0.042,0.037,0.29518,0.23030001,0.21945
SBIN.NS,,Banks - Regional,Financial Services,232296,6,8,1,4,5,86400,2,808.65,808.65,801.05,818.0,808.65,808.65,801.05,818.0,13.7,0.017,1716336000,0.1709,1.39,0.76,10.051759,9.676616,9461484,9461484,14291247,14600550,14600550,7192797249536,555.15,912.0,2.140537,803.421,805.19977,13.7,0.016941816,9872143810560,0.21295,3749854196,8924619776,0.58239,0.25368,8924619776,518.846,1.553351,0.229,80.18,82.67,0.4266075,13.7,1716336000,NSI,EQUITY,SBIN.NS,STATE BANK OF INDIA,State Bank of India,805.95,1102.0,690.0,958.0244,990.0,1.85366,buy,41,3549721001984,397.745,,6066625052672,,,3360276873216,,376.517,0.01121,0.16746001,,-4326515802112,0.229,0.05,,,0.32476002
ITC.NS,,Tobacco,Consumer Defensive,37312,3,6,8,5,7,86400,2,472.2,471.2,462.25,472.95,472.2,471.2,462.25,472.95,15.0,0.0322,1717459200,0.83739996,4.03,0.241,28.47561,24.58701,11639562,11639562,11131575,7683869,7683869,5842030034944,399.35,528.5,7.77535,497.448,457.09375,7.5,0.0158831,5647952248832,0.27337998,9137953176,12509700096,0.28083,0.46407002,12677499904,60.148,7.7641816,0.019,16.4,18.95,0.06673539,7.5,1717459200,NSI,EQUITY,ITC.NS,ITC LTD,ITC Limited,467.0,595.0,420.0,541.7059,540.0,1.55882,buy,34,190998691840,15.263,264712994816,3043399936,1.667,3.052,751352676352,0.402,60.164,0.17,0.28645,96529309696,161626603520,0.018,0.167,0.58748,0.35232,0.301
HINDUNILVR.NS,,Household & Personal Products,Consumer Defensive,19427,4,4,4,8,3,86400,2,2464.95,2460.4,2383.7,2464.7,2464.95,2460.4,2383.7,2464.7,43.0,0.018,1730851200,0.96089995,1.43,0.147,54.73353,46.951557,2443393,2443393,1711938,1266553,1266553,5622451404800,2172.05,3035.0,9.008895,2746.043,2536.9602,43.0,0.017444573,5501965828096,0.16452,873352575,2349590016,0.6215,0.18231001,2423889920,216.156,11.070477,-0.024,43.72,,-0.046779335,19.0,1730851200,NSI,EQUITY,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Hindustan Unilever Limited,2392.95,3400.0,2110.0,2878.282,2900.0,2.20513,buy,39,128999997440,54.916,142339997696,16510000128,1.157,1.644,624099983360,3.238,265.67,0.10564999,0.20233999,74808745984,117009997824,-0.024,0.019,0.51583,0.22806999,0.21694
LICI.NS,,Insurance - Life,Financial Services,98661,,,,,,86400,2,897.9,905.0,895.6,924.5,897.9,905.0,895.6,924.5,13.0,0.0143,1721347200,0.1523,,0.522,13.813547,12.770715,1221663,1221663,1184357,1020648,1020648,5740253675520,607.7,1222.0,0.6616593,966.576,1005.70074,,,5310828249088,0.05431,221374920,6325000192,0.965,0.0108,6490890240,130.825,6.93713,0.6,65.7,60.52,0.48472226,6.0,1721347200,NSI,EQUITY,LICI.NS,LIFE INSURA CORP OF INDIA,Life Insurance Corporation of India,907.55,1385.0,870.0,1162.3889,1196.5,1.83333,buy,18,437919514624,69.236,515563913216,11200000,,,8675542958080,0.001,1254.09,,,,,0.095,0.101,0.10604999,0.05943,0.06021
