Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
HDFC.NS,,,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,HDFC.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH.NS,,Information Technology Services,Technology,,1,2,1,1,1,86400,2,1871.5,1884.0,1872.05,1896.3,1871.5,1884.0,1872.05,1896.3,48.0,0.0256,1729555200,0.871,2.81,0.628,30.52058,26.965132,2954467,2954467,2552476,2814783,2814783,5121512570880,1235.0,1919.95,375.09247,1832.23,1614.2323,0.645,0.0003446433,5118969249792,0.14677,1009674174,2708720128,0.61320996,0.25585,2708720128,3.035,622.9819,0.091,61.95,70.24,0.40761912,12.0,1729555200,NSI,EQUITY,HCLTECH.NS,HCL TECHNOLOGIES LTD,HCL Technologies Limited,1890.75,2300.0,1449.0,1878.3096,1920.0,2.57143,hold,42,3228000000,1.192,2814000128,690000000,2.435,2.736,13653999616,8.393,5.039,0.13455,0.24864,1906249984,2520999936,0.098,0.068,0.35294,0.20608999,0.18577999
LT.NS,,Engineering & Construction,Industrials,54303,5,7,8,1,7,86400,2,3704.05,3721.0,3701.5,3798.85,3704.05,3721.0,3701.5,3798.85,28.0,0.0076,1718841600,0.28530002,1.19,0.717,38.58038,27.05166,3252649,3252649,2192734,2012799,2012799,5207686119424,3175.05,3919.9,2.1457267,3575.176,3600.6448,28.0,0.007559293,6082785181696,0.05573,1139546784,1375129984,0.16354999,0.48046002,1376579968,648.865,5.8364224,0.054,98.16,104.42,0.091899276,28.0,1718841600,NSI,EQUITY,LT.NS,LARSEN & TOUBRO LTD.,Larsen & Toubro Limited,3787.05,4550.0,2946.0,4037.182,4100.0,1.57576,buy,33,554390978560,403.144,282901610496,1261834862592,0.546,1.173,2427003600896,119.062,1765.484,0.045679998,0.16102,175528574976,143537602560,0.077,0.201,0.36333,0.116560005,0.10278
SUNPHARMA.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,43000,7,5,3,5,4,86400,2,1808.55,1831.25,1788.35,1832.0,1808.55,1831.25,1788.35,1832.0,13.5,0.0075,1720742400,0.2928,0.96,0.547,39.02971,32.52299,1543929,1543929,1888030,2169537,2169537,4318914150400,1208.55,1960.35,8.58499,1847.049,1670.3643,,,4136152858624,0.21972999,1035114634,2399330048,0.55097,0.26357,2399330048,288.721,6.2345657,0.28,46.12,32.68,0.4580965,5.0,1720742400,NSI,EQUITY,SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Sun Pharmaceutical Industries Limited,1800.05,2450.0,1600.0,2047.1082,2094.0,,none,37,201221898240,84.059,138017406976,25719500800,1.916,2.672,503077404672,3.707,209.894,0.08541001,0.16771,77989175296,127154700288,0.283,0.09,0.77605003,0.27435,0.23963
BAJFINANCE.NS,,Credit Services,Financial Services,,8,5,4,8,4,86400,2,6650.65,6696.15,6630.8,6722.4,6650.65,6696.15,6630.8,6722.4,36.0,0.0054,1718928000,0.14479999,0.24,1.048,26.838139,19.633064,1313587,1313587,1107687,946643,946643,4128699056128,6187.8,7830.0,12.063003,6984.776,6949.9067,36.0,0.0054130047,6607817670656,0.44922,258677249,618489984,0.54955,0.25133,618635008,1403.263,4.7570915,0.126,248.73,,-0.10454285,36.0,1718928000,NSI,EQUITY,BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Bajaj Finance Limited,6675.45,10000.0,5700.0,8012.645,8120.0,1.9,buy,31,124034998272,200.516,,2581427650560,5.378,5.378,342261301248,290.321,554.982,0.04145,0.20686,,-729231917056,0.104,0.163,0.93649,,0.59731996
TATAMTRDVR.NS,,Auto Manufacturers,Consumer Cyclical,91496,,,,,,86400,2,768.65,745.8,740.6,774.45,768.65,745.8,740.6,774.45,3.1,0.004,1718064000,0.0591,2.02,1.678,8.635382,17.781937,11048804,11048804,,,,3725041074176,463.5,804.3,0.83946526,768.65,707.5377,,,3581168058368,0.07609,2262900518,508503008,0.09694,0.17828,4901369856,221.588,3.4297886,0.738,88.01,42.74,0.59918857,3.1,1718064000,NSI,EQUITY,TATAMTRDVR.NS,TATA MOTORS DVR  A  ORD,Tata Motors Limited,760.0,203.0,203.0,203.0,203.0,3.0,hold,1,592166387712,154.522,511051988992,1120443695104,,,4437397471232,117.15,1157.912,,,,,,0.057,0.44472998,0.11517,0.097270004
NTPC.NS,,Utilities - Regulated Electric,Utilities,20074,5,10,3,4,9,86400,2,358.2,359.0,358.2,370.0,358.2,359.0,358.2,370.0,11.25,0.031400003,1730332800,0.44419998,3.78,0.463,18.652285,14.3706255,14203383,14203383,15826565,15749452,15749452,3566521024512,278.95,448.45,1.9419223,403.309,379.739,10.25,0.028615298,5950842339328,0.120179996,4494113853,9696669696,0.52671003,0.36277,9706139648,173.535,2.1174402,0.143,19.7,24.09,0.2742796,2.5,1730332800,NSI,EQUITY,NTPC.NS,NTPC LTD,NTPC Limited,367.45,500.0,280.0,446.2,460.0,1.76923,buy,25,78724300800,8.119,502551609344,2420094795776,0.463,0.926,1836593053696,139.959,189.407,0.04476,0.13656001,-149665693696,470758195200,0.143,-0.006,0.42235002,0.27363002,0.16645001
AXISBANK.NS,,Banks - Regional,Financial Services,104633,1,1,6,10,2,86400,2,1137.1,1144.4,1138.0,1164.9,1137.1,1144.4,1138.0,1164.9,1.0,0.00090000004,1720742400,0.0111,1.03,0.944,12.918846,11.052381,8381942,8381942,8955614,9940703,9940703,3591179075584,995.7,1339.65,5.3789473,1170.889,1162.0496,1.0,0.00087943015,4953414303744,0.41832,2739610087,3094510080,0.02031,0.68951,3095600128,557.714,2.0808156,0.193,89.83,,0.014814854,1.0,1720742400,NSI,EQUITY,AXISBANK.NS,AXIS BANK LIMITED,Axis Bank Limited,1160.5,1590.0,1216.0,1363.0714,1360.0,1.53659,buy,42,892193079296,288.587,,2252174524416,,,667636072448,,216.263,0.01918,0.17764999,,-974622818304,0.188,0.102,,,0.47516
MARUTI.NS,,Auto Manufacturers,Consumer Cyclical,18228,3,6,5,8,4,86400,2,11239.3,11250.0,11203.0,11309.0,11239.3,11250.0,11203.0,11309.0,125.0,0.0111,1722556800,0.28030002,0.83,0.652,25.278461,20.16312,258641,258641,556731,519594,519594,3546230030336,9737.65,13680.0,2.4420953,11847.373,12252.426,,,3511341023232,0.09656,131416090,314403008,0.5819,0.30091998,314403008,2834.796,3.978858,-0.176,446.2,521.85,0.05774176,125.0,1722556800,NSI,EQUITY,MARUTI.NS,MARUTI SUZUKI INDIA LTD.,Maruti Suzuki India Limited,11279.25,16600.0,10800.0,13347.477,13415.5,1.80952,buy,42,36439998464,115.903,199318994944,1584000000,0.348,0.866,1452125978624,0.178,4618.617,0.086339995,0.18101,24424624128,138483007488,-0.208,0.01,0.2915,0.13726,0.09648
KOTAKBANK.NS,,Banks - Regional,Financial Services,116000,7,1,4,5,1,86400,2,1753.95,1760.0,1740.0,1761.2,1753.95,1760.0,1740.0,1761.2,2.0,0.0011,1721347200,0.0182,0.06,0.562,15.963327,16.828945,3971385,3971385,4303595,3690970,3690970,3479081320448,1543.85,1942.0,4.644388,1791.946,1766.8845,,,3788842991616,0.29495,1437265962,1988160000,0.28878,0.45469,1988610048,740.965,2.36165,0.131,109.62,,-0.03703195,2.0,1721347200,NSI,EQUITY,KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD,Kotak Mahindra Bank Limited,1749.9,2300.0,1579.0,1993.825,2007.5,2.23077,buy,40,461008404480,231.873,,770709520384,,,749093584896,,376.837,0.0298,0.16479999,,-509083713536,0.13,0.211,,,0.35261002
M&M.NS,,Auto Manufacturers,Consumer Cyclical,260000,3,4,7,1,4,86400,2,3016.4,3041.7,2987.65,3041.7,3016.4,3041.7,2987.65,3041.7,21.1,0.0069999998,1720137600,0.2086,0.92,1.071,29.958435,24.692497,2308537,2308537,3657596,4026287,4026287,3628794380288,1575.0,3222.1,2.4615932,2971.279,2604.3433,,,4379467317248,0.08049,839108798,1198690048,0.22969,0.53945,1198690048,632.146,4.7889256,0.351,101.05,,0.77185154,21.1,1720137600,NSI,EQUITY,M&M.NS,MAHINDRA & MAHINDRA LTD,Mahindra & Mahindra Limited,3027.3,3700.0,2709.0,3418.111,3430.0,1.33333,strong_buy,36,302525415424,271.257,268166807552,1192247558144,0.451,1.312,1474164948992,145.663,1322.415,0.06309,0.17017001,5433699840,-29359599616,0.349,0.102,0.40423,0.18191,0.16823
ONGC.NS,,Oil & Gas Integrated,Energy,25847,10,9,1,8,8,86400,2,257.55,260.4,258.85,264.7,257.55,260.4,258.85,264.7,18.25,0.0709,1731974400,0.375,5.04,0.653,8.032762,6.126384,15338974,15338974,15666431,15054204,15054204,3303642497024,192.05,345.0,0.5468485,271.517,284.59125,12.5,0.048534267,5051707293696,0.06802,3871613464,12580299776,0.69206,0.21441999,12592499712,280.175,0.93637913,-0.252,32.66,35.73,0.27531564,6.0,1731974400,NSI,EQUITY,ONGC.NS,OIL AND NATURAL GAS CORP.,Oil and Natural Gas Corporation Limited,262.35,430.0,215.0,311.63333,305.5,2.03333,buy,30,433821712384,34.503,833407090688,1914893238272,0.394,0.892,6041239552000,50.462,480.218,0.0482,0.12048,-91077468160,833539145728,-0.252,0.078,0.18372999,0.13795,0.07767
TATAMOTORS.NS,,Auto Manufacturers,Consumer Cyclical,91496,4,6,8,5,7,86400,2,790.05,795.0,790.0,806.0,790.05,795.0,790.0,806.0,3.0,0.0038,1718064000,0.033299997,1.11,1.618,8.895859,10.947561,9871261,9871261,13625080,11998339,11998339,2949393154048,696.25,1179.0,0.6702241,864.093,970.868,,,3392739475456,0.07576,1874246759,3680989952,0.44142,0.25134,3680989952,293.845,2.7267778,-0.112,90.07,,0.09357047,3.0,1718064000,NSI,EQUITY,TATAMOTORS.NS,TATA MOTORS LIMITED,Tata Motors Limited,801.25,1300.0,767.0,974.5806,930.0,2.12903,buy,31,535179984896,155.607,485882986496,1065489989632,0.491,0.939,4400607657984,95.362,1279.507,0.061079998,0.39181,118380339200,602283573248,,-0.035,0.45356,0.110410005,0.07129
ULTRACEMCO.NS,,Building Materials,Basic Materials,23670,8,9,7,8,9,86400,2,11648.55,11674.75,11624.95,11935.0,11648.55,11674.75,11624.95,11935.0,70.0,0.006,1722297600,0.3082,0.42,0.555,52.178516,35.663498,501774,501774,305721,352463,352463,3415906451456,9129.55,12138.0,4.8204236,11220.347,10775.083,,,3534019624960,0.09246001,109112879,288204992,0.61799,0.21646999,288504992,2128.964,5.567191,-0.36,227.15,137.04,0.2643602,70.0,1722297600,NSI,EQUITY,ULTRACEMCO.NS,ULTRATECH CEMENT LIMITED,UltraTech Cement Limited,11852.35,13750.0,6900.0,11866.282,12081.0,1.89744,buy,39,65976201216,228.894,122346799104,169638494208,0.386,0.838,708631986176,27.025,2458.684,0.05631,0.11017,-11564749824,103667097600,-0.36,-0.024,0.57730997,0.17265,0.071279995
ADANIENT.NS,,Thermal Coal,Energy,8676,9,8,1,10,8,86400,2,2457.05,2464.0,2462.05,2558.0,2457.05,2464.0,2462.05,2558.0,1.3,0.0005,1718323200,0.027999999,0.65,0.879,54.138676,35.62956,4069838,4069838,2717121,11378781,11378781,2901839183872,2025.0,3743.9,2.8363001,2876.214,3055.4026,,,3749325045760,0.0541,270065271,1154179968,0.78564,0.14635,1183869952,334.151,7.524143,6.645,46.44,,-0.14802617,1.3,1718323200,NSI,EQUITY,ADANIENT.NS,ADANI ENTERPRISES LIMITED,Adani Enterprises Limited,2514.2,4710.0,3800.0,4255.0,4255.0,,none,2,66934398976,56.952,130348900352,804272472064,0.26,0.695,1023107203072,168.936,882.541,0.03809,0.1364,-170900307968,78020796416,6.41,0.004,0.48720002,0.1274,0.117589995
POWERGRID.NS,,Utilities - Regulated Electric,Utilities,8316,6,10,5,4,10,86400,2,327.85,324.25,324.25,331.35,327.85,324.25,324.25,331.35,15.75,0.048,1731542400,0.6709,5.14,0.389,19.680597,17.812698,23173973,23173973,15221310,19166077,19166077,3069216030720,222.5,366.25,6.699613,329.384,318.28024,11.75,0.03583956,4236980256768,0.34296,4312979825,9300599808,0.51358,0.34825,9310529536,99.026,3.3289237,0.003,16.75,21.27,0.46100712,4.5,1731542400,NSI,EQUITY,POWERGRID.NS,POWER GRID CORP. LTD.,Power Grid Corporation of India Limited,329.65,426.0,232.0,339.68182,360.0,2.5,buy,22,89554296832,9.633,399302688768,1261904592896,0.567,0.812,458118397952,137.073,49.261,0.06717,0.17559999,72756363264,352457883648,0.005,0.001,0.97975,0.87161005,0.56831
TITAN.NS,,Luxury Goods,Consumer Cyclical,8680,4,7,7,5,6,86400,2,3306.85,3290.0,3276.6,3338.7,3306.85,3290.0,3276.6,3338.7,11.0,0.0033000002,1719446400,0.3007,0.3,0.517,90.78589,60.139187,1162259,1162259,1191430,1340870,1340870,2956299075584,3055.65,3886.95,5.4285855,3385.877,3478.2527,11.0,0.0033264284,3139182264320,0.05962,355812594,887044992,0.58638,0.20445,896705984,109.807,30.350979,-0.231,36.71,56.18,-0.06767881,11.0,1719446400,NSI,EQUITY,TITAN.NS,TITAN COMPANY LIMITED,Titan Company Limited,3332.75,5000.0,2758.0,3678.5757,3600.0,2.33333,buy,33,32280000512,36.407,48919998464,216480006144,0.186,1.312,544580009984,222.35,613.971,0.0801,0.29215,-32992499712,24259999744,-0.231,0.16,0.21975,0.089829996,0.07328
BAJAJ-AUTO.NS,,Auto Manufacturers,Consumer Cyclical,6192,8,4,8,1,6,86400,2,9130.35,9105.0,9105.0,9225.05,9130.35,9105.0,9105.0,9225.05,80.0,0.0088,1718323200,0.305,2.47,1.047,34.963364,24.26324,398942,398942,632397,553211,553211,2558505779200,5987.85,12774.0,5.096031,10516.581,9747.16,,,2528004538368,0.14682001,108649717,279257984,0.58757,0.15416001,279321984,1111.31,8.2441435,-0.314,262.04,171.22,0.50418866,80.0,1718323200,NSI,EQUITY,BAJAJ-AUTO.NS,BAJAJ AUTO LIMITED,Bajaj Auto Limited,9161.8,14000.0,6266.0,11011.829,11446.0,3.0,hold,41,77129703424,276.688,111616999424,51185500160,0.995,1.525,502058483712,16.523,1787.351,0.16375,0.24445,48749400064,27088900096,-0.304,0.218,0.31237,0.22232,0.21651
ADANIPORTS.NS,,Marine Shipping,Industrials,3129,8,8,1,1,5,86400,2,1215.8,1226.95,1220.0,1309.5,1215.8,1226.95,1220.0,1309.5,6.0,0.0049,1718323200,0.1263,0.5,0.584,27.106647,22.361069,16753333,16753333,4211290,16596725,16596725,2785958166528,989.25,1621.4,10.007055,1343.595,1390.8297,,,3233855045632,0.35222,844842535,2160140032,0.59598,0.21439,2161920000,264.719,4.8679924,0.399,47.54,33.42,0.19436121,6.0,1718323200,NSI,EQUITY,ADANIPORTS.NS,ADANI PORT & SEZ LTD,Adani Ports and Special Economic Zone Limited,1288.65,1960.0,1500.0,1706.0667,1700.0,1.4,strong_buy,15,73401196544,33.984,166432702464,504850186240,0.716,1.136,278399385600,85.449,128.887,0.06685,0.17819999,41418551296,154786299904,0.764,0.063,0.66535,0.59782004,0.46587002
COALINDIA.NS,,Thermal Coal,Energy,228861,10,10,1,4,10,86400,2,421.7,425.0,419.35,425.5,421.7,425.0,419.35,425.5,41.25,0.097799994,1730764800,0.4356,9.02,0.244,7.2116866,6.7841563,7926103,7926103,8233659,8418094,8418094,2601288466432,342.3,543.55,1.9608352,457.426,472.7335,26.0,0.061655205,2316474253312,0.27193,2270666927,6162729984,0.63137,0.25419,6162729984,156.171,2.7028065,-0.075,58.53,25.43,0.19750106,15.75,1730764800,NSI,EQUITY,COALINDIA.NS,COAL INDIA LTD,Coal India Limited,422.1,614.0,180.0,524.0,542.0,1.92308,buy,25,370303696896,60.117,472389713920,78161600512,1.032,1.809,1326622703616,8.053,215.284,0.10689,0.43018,115140083712,250836598784,-0.074,-0.09,0.8557,0.35608003,0.24639
WIPRO.NS,,Information Technology Services,Technology,234000,1,3,9,4,3,86400,2,292.25,295.35,289.3,296.2,292.25,295.35,289.3,296.2,0.5,0.0017,1706054400,0.0446,0.51,0.708,26.06345,23.082376,15442291,15442291,15057806,13742752,13742752,3050746413056,202.975,298.0,3.4402206,276.3525,255.32812,,,1207007707136,0.13239999,1509992497,10452299776,0.72966003,0.12327,10460300288,156.608,1.862293,0.213,11.19,25.28,0.3959403,0.5,1706054400,NSI,EQUITY,WIPRO.NS,WIPRO LTD,Wipro Limited,291.65,500.0,212.5,273.18292,266.0,3.4878,hold,41,511609012224,97.908,166265995264,192822001664,2.564,2.693,886787997696,23.511,169.791,0.076469995,0.15557,122917126144,182718005248,0.214,-0.01,0.30152,0.18749,0.16835
