Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
RELIANCE.NS,,Oil & Gas Refining & Marketing,Energy,347362,9,9,7,1,9,86400,2,1322.05,1323.9,1314.0,1323.9,1322.05,1323.9,1314.0,1323.9,5.0,0.0038,1724025600,0.0996,0.44,0.635,26.21417,20.667538,3677683,3677683,15949911,16080621,16080621,17822170218496,1203.15,1608.8,1.9268503,1331.939,1442.7751,10.0,0.00756401,20665860096000,0.07343,6178648529,13532399616,0.49667,0.2709,13532399616,605.573,2.1747997,-0.048,50.24,71.85,0.07669759,10.0,1724025600,NSI,EQUITY,RELIANCE.NS,RELIANCE INDUSTRIES LTD,Reliance Industries Limited,1317.0,1950.0,1300.0,1603.6389,1628.75,1.83784,buy,36,2147900063744,158.729,1562509967360,3575249895424,0.553,1.081,9249379844096,37.464,683.526,0.03875,0.08479,-416127483904,1797530058752,-0.048,-0.002,0.34339002,0.16893,0.11306
TCS.NS,,Information Technology Services,Technology,612724,1,7,1,8,3,86400,2,4464.05,4453.0,4412.75,4464.05,4464.05,4453.0,4412.75,4464.05,40.0,0.0092,1729209600,0.42810002,1.28,0.518,33.15412,28.672747,957229,957229,2333038,2607558,2607558,16064319586304,3563.0,4592.25,6.459524,4167.717,4100.709,57.0,0.012768675,15773044047872,0.19076,1002644413,3618089984,0.71783996,0.16520001,3618089984,280.521,15.827692,0.05,133.92,154.68,0.23088479,10.0,1729209600,NSI,EQUITY,TCS.NS,TATA CONSULTANCY SERV LT,Tata Consultancy Services Limited,4440.0,5710.0,3050.0,4508.0454,4517.5,2.30233,buy,44,477630005248,132.012,651870011392,90469998592,2.362,2.618,2486920019968,8.836,685.788,0.24511999,0.46772,306369986560,443359985664,0.062,0.077,0.39264,0.26212,0.24067
HDFCBANK.NS,,Banks - Regional,Financial Services,206758,,,,,,86400,2,1865.75,1857.0,1844.0,1864.2,1865.75,1857.0,1844.0,1864.2,19.5,0.0105,1715299200,0.2152,0.67,0.833,21.045893,16.70234,4648572,4648572,18872538,36121313,36121313,14198799073280,1363.55,1879.95,5.1425157,1731.407,1612.271,,,18364147695616,0.25056,7578068585,7644859904,0.01671,0.5175,7644859904,632.437,2.9367352,0.398,88.25,96.36,0.12856889,19.5,1715299200,NSI,EQUITY,HDFCBANK.NS,HDFC BANK LTD,HDFC Bank Limited,1857.3,2550.0,1554.0,1948.5775,1950.0,1.475,strong_buy,40,2663853850624,349.683,,6660388552704,,,2761061040128,,363.255,0.01712,0.1153,,-1467762343936,0.39,0.63,,,0.32936
BHARTIARTL.NS,,Telecom Services,Communication Services,24893,3,2,6,5,2,86400,2,1615.35,1618.0,1601.25,1624.65,1615.35,1618.0,1601.25,1624.65,8.0,0.0050999997,1722988800,0.3868,0.8,0.291,75.798676,33.513462,1848271,1848271,5796203,7831705,7831705,9408557875200,960.0,1779.0,6.051364,1628.035,1453.4075,8.0,0.004952487,11709022470144,0.0789,2563438641,5691039744,0.55272996,0.31302,5866050048,150.527,10.655232,1.68,21.16,,0.61494625,8.0,1722988800,NSI,EQUITY,BHARTIARTL.NS,BHARTI AIRTEL LIMITED,Bharti Airtel Limited,1603.9,2070.0,1120.0,1778.75,1836.0,1.61111,buy,36,125100998656,21.621,722990989312,2255408070656,0.118,0.359,1554783010816,204.474,270.184,0.0544,0.12929,39372623872,856934973440,1.597,0.12,0.63526,0.46501,0.26152
ICICIBANK.NS,,Banks - Regional,Financial Services,187765,2,1,7,1,1,86400,2,1336.5,1342.5,1329.3,1347.1,1336.5,1342.5,1329.3,1347.1,10.0,0.0075,1723420800,0.1512,0.99,0.829,20.201782,18.177296,3963898,3963898,14031326,15002458,15002458,9431912808448,970.15,1362.35,5.756399,1271.985,1188.8173,,,10128272130048,0.28909,7019272418,7056909824,0.02172,0.54557997,7056909824,397.441,3.362889,0.188,66.16,37.94,0.32215464,10.0,1723420800,NSI,EQUITY,ICICIBANK.NS,ICICI BANK LTD.,ICICI Bank Limited,1336.55,1650.0,1170.0,1465.225,1465.0,1.325,strong_buy,40,1643846303744,233.261,,2197605449728,,,1638509182976,,233.246,0.02158,0.18731001,,-23252623360,0.182,0.274,,,0.37491
INFY.NS,,Information Technology Services,Technology,317788,7,5,4,1,4,86400,2,1934.85,1932.8,1914.15,1937.95,1934.85,1932.8,1914.15,1937.95,41.0,0.0212,1730160000,0.5924,2.13,0.626,29.412577,26.574438,1416518,1416518,5924178,6541656,6541656,7943132545024,1358.35,1991.45,421.69952,1873.067,1693.2677,0.49,0.0002532496,8011585683456,0.17159,3509357129,4142010112,0.15783,0.50482,4142010112,2.605,736.1612,0.035,65.2,72.32,0.29755557,21.0,1730160000,NSI,EQUITY,INFY.NS,INFOSYS LIMITED,Infosys Limited,1917.7,2330.0,1530.0,2040.5952,2116.0,2.11905,buy,42,3488000000,0.842,4337999872,1051000000,1.891,2.193,18836000768,9.697,4.55,0.15253,0.31404,2286749952,3671000064,0.042,0.037,0.29518,0.23030001,0.21945
SBIN.NS,,Banks - Regional,Financial Services,232296,6,8,1,4,5,86400,2,865.45,865.25,857.0,875.45,865.45,865.25,857.0,875.45,13.7,0.015800001,1716336000,0.1709,1.39,0.76,10.813576,10.4051695,9415171,9415171,14650890,13000054,13000054,7734075326464,600.65,912.0,2.3016186,815.583,811.0355,13.7,0.015829915,10418330271744,0.21295,3749854196,8924619776,0.58242,0.27412,8924619776,518.846,1.670245,0.229,80.14,82.67,0.40918338,13.7,1716336000,NSI,EQUITY,SBIN.NS,STATE BANK OF INDIA,State Bank of India,866.6,1102.0,690.0,957.87805,990.0,1.85366,buy,41,3549721001984,397.745,,6066625052672,,,3360276873216,,376.517,0.01121,0.16746001,,-4326515802112,0.229,0.05,,,0.32476002
ITC.NS,,Tobacco,Consumer Defensive,37312,3,6,8,5,6,86400,2,467.5,470.0,467.7,474.95,467.5,470.0,467.7,474.95,15.0,0.0321,1717459200,0.83739996,4.04,0.241,28.748484,24.913431,4300278,4300278,11695719,13727403,13727403,5920110673920,399.35,528.5,7.87927,484.841,461.80927,7.5,0.01604278,5667348283392,0.27337998,9137953176,12510799872,0.28409,0.46502998,12633900032,60.148,7.867261,0.019,16.46,18.95,0.04085493,7.5,1717459200,NSI,EQUITY,ITC.NS,ITC LTD,ITC Limited,473.2,595.0,420.0,540.9143,540.0,1.6,buy,35,190998691840,15.263,264712994816,3043399936,1.667,3.052,751352676352,0.402,60.164,0.17,0.28645,96529309696,161626603520,0.018,0.167,0.58748,0.35232,0.301
HINDUNILVR.NS,,Household & Personal Products,Consumer Defensive,19427,3,4,4,8,3,86400,2,2494.6,2495.0,2475.0,2495.8,2494.6,2495.0,2475.0,2495.8,43.0,0.0174,1730851200,0.96089995,1.44,0.147,56.201584,48.663612,598164,598164,1706268,1837275,1837275,5830037995520,2172.05,3035.0,9.341513,2604.144,2541.2126,43.0,0.017237231,5749555068928,0.16452,873352575,2349590016,0.62259,0.18584,2349920000,216.156,11.479209,-0.024,44.15,,-0.010982037,10.0,1730851200,NSI,EQUITY,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Hindustan Unilever Limited,2481.3,3400.0,2057.0,2863.6924,2870.0,2.075,buy,39,128999997440,54.916,142339997696,16510000128,1.157,1.644,624099983360,3.238,265.67,0.10564999,0.20233999,74808745984,117009997824,-0.024,0.019,0.51583,0.22806999,0.21694
LICI.NS,,Insurance - Life,Financial Services,98661,,,,,,86400,2,976.9,977.9,975.2,992.95,976.9,977.9,975.2,992.95,13.0,0.0143,1721347200,0.1523,,0.522,14.914446,13.86051,821531,821531,1278132,1979777,1979777,6229809168384,746.3,1222.0,0.7180887,937.833,997.319,,,5310828249088,0.05431,221374920,6325000192,0.965,0.0108,6331400192,130.825,7.52876,0.6,66.04,60.52,0.2646773,6.0,1721347200,NSI,EQUITY,LICI.NS,LIFE INSURA CORP OF INDIA,Life Insurance Corporation of India,984.95,1385.0,870.0,1162.3889,1196.5,1.83333,buy,18,437919514624,69.236,515563913216,11200000,,,8675542958080,0.001,1254.09,,,,,0.095,0.101,0.10604999,0.05943,0.06021
