Symbol,Yearly_Change,Avg_Month_Change,Avg_Month_Volatile
TATACONSUM.NS,-20.01,-1.67,12.11
TATAELXSI.NS,-26.48,-2.21,14.56
TATAINVEST.NS,31.73,2.64,26.98
TATAMOTORS.NS,-12.72,-1.06,15.29
TATAMTRDVR.NS,35.44,4.43,16.29
TATAPOWER.NS,12.02,1.0,17.42
TATASTEEL.NS,-6.71,-0.56,14.24
TATATECH.NS,-36.49,-3.04,10.81
TATVA.NS,-64.14,-5.35,20.37
TBOTEK.NS,16.4,2.34,23.86
TBZ.NS,76.69,6.39,33.95
TCI.NS,17.1,1.42,18.64
TCIEXP.NS,-52.85,-4.4,15.75
TCIFINANCE.NS,198.81,16.57,37.27
TCLCONS.NS,53.47,4.45,37.86
TCPLPACK.NS,33.45,2.79,16.87
TCS.NS,8.62,0.72,9.92
TDPOWERSYS.NS,52.73,4.39,22.67
TEAMLEASE.NS,-5.83,-0.49,17.45
TECHIN.NS,139.73,11.64,41.13
TECHM.NS,26.14,2.18,11.64
TECHNOE.NS,71.02,5.92,25.74
TEGA.NS,28.24,2.35,21.78
TEJASNET.NS,41.21,3.43,27.59
TEMBO.NS,127.87,10.66,30.15
TERASOFT.NS,188.09,15.67,49.94
TEXINFRA.NS,21.95,1.83,26.85
TEXMOPIPES.NS,-15.13,-1.26,22.64
TEXRAIL.NS,17.94,1.5,27.13
TFCILTD.NS,31.91,2.66,32.59
TFL.NS,89.1,7.42,33.17
TGBHOTELS.NS,-24.29,-2.02,23.32
THANGAMAYL.NS,33.15,2.76,21.78
THEINVEST.NS,51.47,4.29,24.79
THEJO.NS,19.58,1.63,27.85
THEMISMED.NS,22.3,1.86,23.31
THERMAX.NS,39.52,3.29,21.27
THOMASCOOK.NS,41.33,3.44,23.01
THOMASCOTT.NS,106.69,8.89,33.16
THYROCARE.NS,36.95,3.08,19.89
TI.NS,51.45,4.29,23.05
TIIL.NS,12.99,1.08,27.89
TIINDIA.NS,-2.7,-0.22,17.83
TIJARIA.NS,123.44,10.28,44.75
TIL.NS,29.07,2.42,54.0
TIMESGTY.NS,42.81,3.57,27.86
TIMETECHNO.NS,95.04,7.92,27.02
TIMKEN.NS,0.08,0.01,19.29
TIPSFILMS.NS,-32.79,-2.73,34.59
TIPSMUSIC.NS,99.01,8.25,27.08
TIRUMALCHM.NS,41.86,3.49,23.22
TIRUPATIFL.NS,152.85,12.74,40.93
TITAGARH.NS,21.69,1.81,29.11
TITAN.NS,-11.82,-0.98,11.07
TMB.NS,-12.06,-1.01,9.59
TNPETRO.NS,-24.47,-2.04,17.65
TNPL.NS,-34.17,-2.85,19.92
TNTELE.NS,55.96,4.66,35.99
TOKYOPLAST.NS,-4.83,-0.4,26.2
TOLINS.NS,9.78,3.26,37.04
TORNTPHARM.NS,38.44,3.2,11.35
TORNTPOWER.NS,48.2,4.02,22.39
TOTAL.NS,-44.91,-3.74,22.18
TOUCHWOOD.NS,-24.59,-2.05,27.91
TPHQ.NS,115.0,9.58,34.93
TPLPLASTEH.NS,71.18,5.93,31.05
TRACXN.NS,-35.08,-2.92,21.47
TRANSWORLD.NS,9.87,4.94,21.06
TREEHOUSE.NS,-20.97,-1.75,30.71
TREJHARA.NS,35.6,2.97,27.28
TREL.NS,-17.65,-1.47,25.06
TRENT.NS,79.61,6.63,20.27
TRF.NS,65.67,5.47,31.83
TRIDENT.NS,-11.74,-0.98,18.51
TRIGYN.NS,-8.5,-0.71,27.38
TRITURBINE.NS,47.85,3.99,26.8
TRIVENI.NS,27.07,2.26,22.13
TRU.NS,-119.8,-9.98,36.99
TTKHLTCARE.NS,-5.45,-0.45,14.51
TTKPRESTIG.NS,13.56,1.13,13.05
TTL.NS,42.57,3.55,20.5
TTML.NS,-17.12,-1.43,23.94
TVSELECT.NS,16.97,1.42,25.66
TVSHLTD.NS,29.19,2.43,19.77
TVSMOTOR.NS,9.97,0.83,13.75
TVSSCS.NS,-17.25,-1.44,16.54
TVSSRICHAK.NS,-24.58,-2.05,16.15
TVTODAY.NS,-3.22,-0.27,19.02
TVVISION.NS,231.51,19.29,38.66
UBL.NS,10.11,0.84,11.71
UCAL.NS,37.0,3.08,25.9
UCOBANK.NS,5.33,0.45,22.24
UDAICEMENT.NS,-19.16,-2.4,20.32
UDS.NS,7.34,0.61,19.46
UEL.NS,389.98,43.33,695.89
UFLEX.NS,14.0,1.17,23.39
UFO.NS,2.47,0.21,27.58
UGARSUGAR.NS,-19.1,-1.59,22.11
UGROCAP.NS,-24.47,-2.04,19.43
UJJIVANSFB.NS,-56.53,-4.71,18.33
ULTRACEMCO.NS,5.5,0.46,10.33
UMAEXPORTS.NS,69.07,5.75,32.09
UMANGDAIRY.NS,46.32,3.86,35.51
UMESLTD.NS,28.25,2.35,34.47
UNICHEMLAB.NS,57.84,4.82,20.16
UNIDT.NS,2.28,0.19,22.56
UNIECOM.NS,-29.63,-7.41,23.82
UNIENTER.NS,-4.54,-0.38,20.17
UNIINFO.NS,22.17,1.85,38.62
UNIONBANK.NS,-7.49,-0.62,17.6
UNIPARTS.NS,-38.39,-3.2,13.18
UNITDSPR.NS,27.88,3.98,12.14
UNITECH.NS,74.26,6.19,45.6
UNITEDPOLY.NS,58.04,4.84,28.42
UNITEDTEA.NS,42.29,3.52,21.39
UNIVAFOODS.NS,64.32,5.36,6.51
UNIVASTU.NS,92.65,7.72,26.66
UNIVCABLES.NS,39.0,3.25,26.8
UNIVPHOTO.NS,-37.27,-3.11,26.78
UNOMINDA.NS,41.75,3.48,22.55
UPL.NS,-16.37,-1.36,14.81
URAVI.NS,20.85,1.74,28.22
URJA.NS,59.12,4.93,36.98
USHAMART.NS,25.74,2.14,23.39
USK.NS,17.67,1.47,37.61
UTIAMC.NS,28.39,2.37,16.08
UTKARSHBNK.NS,-48.86,-4.07,18.63
UTTAMSUGAR.NS,-49.83,-4.15,21.77
UYFINCORP.NS,-14.69,-7.35,18.02
V2RETAIL.NS,171.3,14.28,34.91
VADILALIND.NS,44.54,3.71,22.94
VAIBHAVGBL.NS,-31.09,-2.59,22.15
VAISHALI.NS,-3.91,-0.33,26.52
VAKRANGEE.NS,95.79,7.98,39.92
VALIANTLAB.NS,-45.98,-3.83,22.47
VALIANTORG.NS,-49.86,-4.16,16.86
VARDHACRLC.NS,-17.82,-1.48,17.42
VARDMNPOLY.NS,64.65,5.39,32.13
VARROC.NS,5.59,0.47,21.46
VASCONEQ.NS,-27.18,-2.26,27.48
VASWANI.NS,88.29,7.36,43.54
VBL.NS,14.87,1.24,15.51
VCL.NS,-8.04,-0.67,33.54
VEDL.NS,63.53,5.29,20.58
VEEDOL.NS,19.01,1.59,25.88
VENKEYS.NS,-9.34,-0.78,20.32
VENUSPIPES.NS,11.44,0.95,21.15
VENUSREM.NS,-31.37,-2.61,20.78
VERANDA.NS,-17.47,-1.46,29.21
VERTOZ.NS,-24.78,-2.06,36.4
VESUVIUS.NS,29.31,2.44,20.47
VETO.NS,17.53,1.46,23.42
VGUARD.NS,33.1,2.76,15.67
VHL.NS,37.49,3.13,24.85
VHLTD.NS,-11.78,-1.31,111.57
VIDHIING.NS,23.97,2.0,15.55
VIJAYA.NS,47.08,3.92,18.82
VIJIFIN.NS,92.58,7.72,35.33
VIKASECO.NS,-22.3,-1.86,23.66
VIKASLIFE.NS,0.68,0.06,25.92
VIMTALABS.NS,101.02,8.42,28.14
VINATIORGA.NS,2.46,0.2,15.58
VINCOFE.NS,-11.64,-5.82,20.16
VINDHYATEL.NS,-7.82,-0.65,24.88
VINEETLAB.NS,-32.27,-2.69,24.83
VINNY.NS,-50.96,-4.25,38.16
VINYLINDIA.NS,-26.92,-2.24,20.36
VIPCLOTHNG.NS,-2.06,-0.17,27.04
VIPIND.NS,-24.25,-2.02,16.98
VIPULLTD.NS,42.82,3.57,34.93
VIRINCHI.NS,-15.91,-1.33,24.88
VISAKAIND.NS,7.69,0.64,26.35
VISASTEEL.NS,57.16,4.76,25.29
VISESHINFO.NS,-36.92,-3.08,32.51
VISHNU.NS,16.1,1.34,25.84
VISHWARAJ.NS,-11.03,-0.92,20.96
VIVIDHA.NS,-6.6,-0.55,32.15
VLEGOV.NS,96.42,8.03,34.93
VLSFINANCE.NS,56.05,4.67,24.73
VMART.NS,65.9,5.49,21.16
VOLTAMP.NS,28.84,2.4,26.81
VOLTAS.NS,55.44,4.62,17.0
VPRPL.NS,36.13,3.01,27.48
VRAJ.NS,-3.8,-0.76,23.09
VRLLOG.NS,-41.43,-3.45,15.54
VSSL.NS,7.68,0.64,21.09
VSTIND.NS,6.07,0.51,19.91
VSTL.NS,-35.86,-3.58,25.41
VSTTILLERS.NS,22.8,1.9,17.52
VTL.NS,22.16,1.85,15.08
WAAREEENER.NS,2.8,1.4,38.9
WABAG.NS,92.24,7.69,26.18
WALCHANNAG.NS,47.7,3.97,35.51
WANBURY.NS,82.94,6.91,31.55
WCIL.NS,-31.29,-10.43,24.06
WEALTH.NS,125.17,10.43,30.43
WEBELSOLAR.NS,205.61,17.13,43.28
WEIZMANIND.NS,19.81,1.65,24.5
WEL.NS,167.63,13.97,39.75
WELCORP.NS,26.37,2.2,20.21
WELENT.NS,49.51,4.13,22.43
WELINV.NS,30.62,2.55,22.73
WELSPUNLIV.NS,8.51,0.71,20.63
WENDT.NS,8.86,0.74,18.53
WESTLIFE.NS,4.27,0.36,16.42
WEWIN.NS,7.26,0.61,28.5
WHEELS.NS,-1.87,-0.16,19.5
WHIRLPOOL.NS,42.27,3.52,20.15
WILLAMAGOR.NS,-3.24,-0.27,26.56
WINDLAS.NS,80.96,6.75,26.92
WINDMACHIN.NS,195.08,16.26,46.49
WINSOME.NS,4.55,0.38,15.64
WIPL.NS,48.73,4.06,23.63
WIPRO.NS,22.3,1.86,13.76
WOCKPHARMA.NS,118.97,9.92,26.82
WONDERLA.NS,-13.53,-1.13,16.22
WORTH.NS,14.24,1.19,22.62
WSI.NS,-6.35,-0.53,28.8
WSTCSTPAPR.NS,-27.09,-2.26,17.61
XCHANGING.NS,-1.94,-0.16,22.01
XELPMOC.NS,14.48,1.21,27.36
XPROINDIA.NS,41.24,3.44,21.1
XTGLOBAL.NS,-18.95,-6.32,19.99
YAARI.NS,53.57,4.47,35.31
YASHO.NS,25.33,2.11,24.58
YATHARTH.NS,48.68,4.06,20.93
YATRA.NS,-29.64,-2.47,21.42
YESBANK.NS,-13.59,-1.13,19.53
YUKEN.NS,40.93,3.41,27.87
ZAGGLE.NS,96.23,8.02,30.12
ZEEL.NS,-80.34,-6.69,27.24
ZEELEARN.NS,22.88,1.91,30.38
ZEEMEDIA.NS,36.38,3.03,37.37
ZENITHEXPO.NS,109.89,9.16,38.92
ZENITHSTL.NS,8.42,0.7,32.2
ZENSARTECH.NS,21.42,1.78,18.92
ZENTEC.NS,110.2,9.18,26.82
ZFCVINDIA.NS,-31.93,-2.66,17.27
ZIMLAB.NS,-7.77,-0.65,21.4
ZODIAC.NS,105.69,8.81,34.64
ZODIACLOTH.NS,10.42,0.87,24.4
ZOMATO.NS,79.39,6.61,21.88
ZOTA.NS,52.23,4.35,19.76
ZUARI.NS,21.86,1.82,27.3
ZUARIIND.NS,58.43,4.87,29.49
ZYDUSLIFE.NS,29.3,2.44,14.87
ZYDUSWELL.NS,13.85,1.15,15.15
INNOVANA.NS,-39.3,-3.28,26.84
EIEL.NS,53.55,53.55,88.18
NTPCGREEN.NS,4.67,4.67,25.28
RACLGEAR.NS,-8.85,-8.85,15.6
BLACKBUCK.NS,87.71,87.71,95.78
