Symbol,Yearly_Change,Avg_Month_Change,Avg_Month_Volatile
GANESHBE.NS,-16.87,-1.41,21.88
GANESHHOUC.NS,122.56,10.21,32.86
GANGAFORGE.NS,55.65,4.64,39.69
GANGESSECU.NS,50.98,4.25,27.92
GANGOTRI.NS,33.47,2.79,15.77
GARFIBRES.NS,24.38,2.03,17.08
GARUDA.NS,28.27,14.14,39.39
GATECH.NS,-50.74,-4.23,38.75
GATECHDVR.NS,-183.8,-15.32,40.8
GATEWAY.NS,-33.09,-2.76,16.72
GAYAHWS.NS,74.26,6.19,35.51
GAYAPROJ.NS,12.77,1.07,28.44
GEECEE.NS,47.12,3.93,24.1
GEEKAYWIRE.NS,8.15,0.68,29.69
GENCON.NS,-2.46,-0.21,33.79
GENESYS.NS,78.64,6.55,27.79
GENSOL.NS,-18.98,-1.58,26.08
GENUSPAPER.NS,16.48,1.37,28.79
GENUSPOWER.NS,49.02,4.09,27.33
GEOJITFSL.NS,44.09,3.67,30.15
GEPIL.NS,61.11,5.09,34.57
GESHIP.NS,-1.4,-0.11,19.54
GET&D.NS,127.51,11.59,29.67
GFLLIMITED.NS,-16.48,-1.37,24.62
GFSTEELS.NS,24.58,2.05,8.38
GHCL.NS,15.28,1.27,18.96
GHCLTEXTIL.NS,42.65,3.55,24.57
GICHSGFIN.NS,-5.79,-0.48,21.81
GICRE.NS,45.92,3.83,24.62
GILLANDERS.NS,31.16,2.6,30.9
GILLETTE.NS,36.16,3.01,14.76
GINNIFILA.NS,12.61,1.05,26.28
GIPCL.NS,35.14,2.93,27.27
GKWLIMITED.NS,54.84,4.57,34.91
GLAND.NS,-9.69,-0.81,15.62
GLAXO.NS,22.81,1.9,18.3
GLENMARK.NS,60.83,5.07,16.31
GLFL.NS,57.36,4.78,35.4
GLOBAL.NS,-47.14,-3.93,26.94
GLOBALVECT.NS,105.03,8.75,35.31
GLOBE.NS,66.59,5.55,35.94
GLOBUSSPR.NS,7.91,0.66,23.87
GLOSTERLTD.NS,-29.27,-3.66,13.28
GLS.NS,48.25,4.02,21.07
GMBREW.NS,37.0,3.08,20.84
GMDCLTD.NS,-24.79,-2.06,21.76
GMMPFAUDLR.NS,-28.28,-2.36,14.81
GMRINFRA.NS,-3.6,-0.3,19.37
GMRP&UI.NS,70.7,5.89,36.62
GNA.NS,-10.04,-0.84,16.07
GNFC.NS,-27.07,-2.26,16.74
GOACARBON.NS,18.83,1.57,26.37
GOCLCORP.NS,-39.95,-3.33,23.62
GOCOLORS.NS,-22.8,-1.9,20.14
GODAVARIB.NS,-8.43,-4.22,31.67
GODFRYPHLP.NS,107.89,8.99,31.25
GODHA.NS,85.53,7.13,30.76
GODIGIT.NS,11.86,1.69,21.38
GODREJAGRO.NS,26.48,2.21,16.7
GODREJCP.NS,-9.59,-0.8,13.37
GODREJIND.NS,47.21,3.93,20.29
GODREJPROP.NS,30.62,2.55,18.58
GOENKA.NS,50.98,4.25,32.56
GOKEX.NS,37.43,3.12,22.57
GOKUL.NS,25.77,2.15,28.17
GOKULAGRO.NS,104.94,8.74,26.39
GOLDENTOBC.NS,-22.51,-1.88,21.88
GOLDIAM.NS,101.02,8.42,30.76
GOLDTECH.NS,-37.42,-3.12,36.8
GOODLUCK.NS,-8.44,-0.7,22.47
GOPAL.NS,12.57,1.4,21.87
GOYALALUM.NS,-6.39,-0.53,20.2
GPIL.NS,34.58,2.88,23.67
GPPL.NS,11.54,0.96,20.6
GPTHEALTH.NS,-12.98,-1.3,23.13
GPTINFRA.NS,51.69,4.31,31.29
GRANULES.NS,45.6,3.8,19.12
GRAPHITE.NS,2.26,0.19,18.72
GRASIM.NS,10.55,0.88,10.67
GRAVITA.NS,77.68,6.47,34.16
GREAVESCOT.NS,43.22,3.6,24.87
GREENLAM.NS,-0.92,-0.08,17.78
GREENPANEL.NS,-18.15,-1.51,17.57
GREENPLY.NS,28.57,2.38,23.08
GREENPOWER.NS,-36.1,-3.01,24.06
GRINDWELL.NS,-16.78,-1.4,16.97
GRINFRA.NS,24.25,2.02,16.73
GRMOVER.NS,20.3,1.69,30.02
GROBTEA.NS,34.3,2.86,25.07
GRPLTD.NS,88.98,7.42,30.07
GRSE.NS,64.31,5.36,36.0
GRWRHITECH.NS,131.59,10.96,30.36
GSEC10ABSL.NS,2.68,0.67,3.81
GSFC.NS,-14.17,-1.18,23.47
GSLSU.NS,5.88,0.49,28.35
GSPL.NS,26.64,2.22,21.17
GSS.NS,-113.0,-9.42,30.7
GTECJAINX.NS,-104.28,-8.69,33.01
GTL.NS,29.71,2.48,35.54
GTLINFRA.NS,78.38,6.53,39.27
GTPL.NS,-34.42,-2.87,16.82
GUFICBIO.NS,34.7,2.89,21.14
GUJALKALI.NS,-6.7,-0.56,17.1
GUJAPOLLO.NS,13.66,1.14,28.03
GUJGASLTD.NS,3.88,0.32,18.29
GUJRAFFIA.NS,33.15,2.76,32.18
GULFOILLUB.NS,51.1,4.26,26.59
GULFPETRO.NS,-6.94,-0.58,30.61
GULPOLY.NS,-15.89,-1.32,23.73
GVKPIL.NS,-64.97,-5.41,32.77
GVPTECH.NS,-5.57,-0.46,26.1
GVT&D.NS,127.51,11.59,29.67
HAL.NS,32.46,2.71,20.85
HAPPSTMNDS.NS,-30.86,-2.57,11.85
HAPPYFORGE.NS,-8.6,-0.72,15.59
HARDWYN.NS,-27.24,-2.27,28.09
HARIOMPIPE.NS,-16.66,-1.39,25.54
HARRMALAYA.NS,51.89,4.32,27.9
HARSHA.NS,21.48,1.79,17.72
HATHWAY.NS,-27.35,-2.28,20.43
HATSUN.NS,-15.32,-1.28,17.16
HAVELLS.NS,16.36,1.36,15.0
HAVISHA.NS,-25.33,-2.11,28.38
HBLPOWER.NS,38.5,3.21,26.26
HBSL.NS,55.85,4.66,33.43
HCC.NS,55.19,4.6,33.37
HCG.NS,39.35,3.28,14.04
HCL-INSYS.NS,-10.84,-0.9,28.22
HCLTECH.NS,25.76,2.15,11.4
HDFCAMC.NS,23.4,1.95,13.3
HDFCBANK.NS,0.02,0.0,10.42
HDFCLIFE.NS,-2.66,-0.22,12.49
HDIL.NS,0.18,0.02,25.77
HEADSUP.NS,-32.84,-2.74,30.88
HECPROJECT.NS,32.12,2.68,34.1
HEG.NS,42.2,3.52,25.22
HEIDELBERG.NS,-11.3,-0.94,13.46
HEMIPROP.NS,11.27,0.94,24.69
HERANBA.NS,4.73,0.4,22.9
HERCULES.NS,-8.12,-0.68,51.06
HERITGFOOD.NS,45.78,3.81,23.84
HEROMOTOCO.NS,1.75,0.15,14.25
HESTERBIO.NS,61.03,5.08,24.31
HEUBACHIND.NS,-6.63,-0.55,24.41
HEXATRADEX.NS,56.02,4.67,26.17
HFCL.NS,28.62,2.39,28.64
HGINFRA.NS,42.11,3.51,23.77
HGS.NS,-33.74,-2.81,18.29
HIKAL.NS,19.69,1.64,18.27
HIL.NS,-16.36,-1.37,14.94
HILTON.NS,-7.89,-0.66,28.49
HIMATSEIDE.NS,15.98,1.33,23.88
HINDALCO.NS,-4.53,-0.38,16.29
HINDCOMPOS.NS,6.67,0.56,23.58
HINDCON.NS,-13.73,-1.14,24.09
HINDCOPPER.NS,0.05,0.0,24.05
HINDMOTORS.NS,54.87,4.57,34.52
HINDNATGLS.NS,24.68,2.06,30.25
HINDOILEXP.NS,7.99,0.67,23.98
HINDPETRO.NS,34.56,2.88,19.91
HINDUNILVR.NS,-13.6,-1.13,10.61
HINDWAREAP.NS,-64.09,-5.34,22.54
HINDZINC.NS,53.04,4.42,25.01
HIRECT.NS,92.07,7.67,30.46
HISARMETAL.NS,2.01,0.17,24.48
HITECH.NS,29.2,2.43,27.44
HITECHCORP.NS,-12.71,-1.06,26.06
HITECHGEAR.NS,59.24,4.94,31.1
HLEGLAS.NS,-42.46,-3.54,16.2
HLVLTD.NS,-36.19,-3.02,28.67
HMAAGRO.NS,-80.71,-6.72,24.48
HMT.NS,43.1,3.59,35.62
HMVL.NS,-7.86,-0.66,23.64
HNDFDS.NS,2.39,0.2,14.48
HOMEFIRST.NS,8.01,0.67,20.48
HONASA.NS,-49.49,-4.13,24.17
HONAUT.NS,4.17,0.35,14.51
HONDAPOWER.NS,30.91,2.58,23.83
HOVS.NS,2.89,0.24,28.72
HPAL.NS,-26.84,-2.24,17.2
HPIL.NS,33.84,2.82,32.77
HPL.NS,69.33,5.78,29.21
HSCL.NS,63.29,5.27,25.19
HTMEDIA.NS,-14.15,-1.18,23.26
HUBTOWN.NS,145.56,12.13,36.58
HUDCO.NS,66.06,5.51,29.79
HUHTAMAKI.NS,-3.05,-0.25,22.17
HYBRIDFIN.NS,47.03,3.92,26.83
HYUNDAI.NS,-0.79,-0.39,11.9
ICDSLTD.NS,14.16,1.18,28.69
ICEMAKE.NS,24.16,2.01,30.37
ICICIBANK.NS,21.09,1.76,9.0
ICICIGI.NS,25.06,2.09,13.01
ICICIPRULI.NS,22.29,1.86,13.61
ICIL.NS,21.68,1.81,25.04
ICRA.NS,6.1,0.51,15.66
IDBI.NS,8.99,0.75,19.7
IDEA.NS,-75.14,-6.26,32.44
IDEAFORGE.NS,-40.38,-3.37,19.48
IDFCFIRSTB.NS,-42.09,-3.51,12.43
IEX.NS,0.31,0.02,20.26
IFBAGRO.NS,13.24,1.1,19.62
IFBIND.NS,65.1,5.42,30.65
IFCI.NS,112.21,9.35,42.1
IFGLEXPOR.NS,-55.58,-4.63,24.88
IGARASHI.NS,40.48,3.37,26.38
IGL.NS,-8.4,-0.7,18.7
IGPL.NS,17.92,1.49,21.48
IIFL.NS,-24.5,-2.04,29.76
IIFLCAPS.NS,4.09,4.09,20.43
IIFLSEC.NS,4.09,4.09,20.43
IITL.NS,67.88,5.66,28.41
IKIO.NS,-26.54,-2.21,16.22
IL&FSENGG.NS,44.31,3.69,34.7
IL&FSTRANS.NS,72.18,6.02,36.29
IMAGICAA.NS,12.84,1.07,22.23
IMFA.NS,53.98,4.5,23.64
IMPAL.NS,23.21,1.93,19.04
IMPEXFERRO.NS,-18.03,-1.5,34.22
INCREDIBLE.NS,26.42,2.2,30.27
INDBANK.NS,23.14,1.93,26.49
INDGN.NS,13.51,1.93,21.65
INDHOTEL.NS,62.94,5.25,15.84
INDIACEM.NS,31.21,2.6,19.97
INDIAGLYCO.NS,48.39,4.03,23.8
INDIAMART.NS,-21.76,-1.81,16.31
INDIANB.NS,20.76,1.73,19.07
INDIANCARD.NS,38.6,3.22,23.64
INDIANHUME.NS,40.42,3.37,30.71
INDIASHLTR.NS,19.0,1.59,17.25
INDIGO.NS,35.31,2.94,14.78
INDIGOPNTS.NS,-14.06,-1.17,12.66
INDNIPPON.NS,23.58,1.97,21.78
INDOAMIN.NS,52.31,4.36,34.02
INDOBORAX.NS,-18.9,-1.58,21.86
INDOCO.NS,-17.87,-1.49,14.83
INDORAMA.NS,-20.84,-1.74,25.25
INDOSTAR.NS,58.11,4.84,32.04
INDOTECH.NS,156.74,13.06,42.36
INDOTHAI.NS,194.68,16.22,34.98
INDOUS.NS,4.08,1.36,37.59
INDOWIND.NS,33.75,2.81,30.74
INDRAMEDCO.NS,110.87,9.24,27.6
INDSWFTLAB.NS,2.25,0.19,31.56
INDSWFTLTD.NS,45.54,3.8,32.98
INDTERRAIN.NS,-33.13,-2.76,23.43
INDUSINDBK.NS,-53.7,-4.47,13.38
INDUSTOWER.NS,58.64,4.89,20.92
INFIBEAM.NS,21.3,1.78,25.77
INFOBEAN.NS,-14.56,-1.21,16.81
INFOMEDIA.NS,48.5,4.04,32.3
INFY.NS,22.97,1.91,11.98
INGERRAND.NS,21.69,1.81,16.44
INNOVACAP.NS,61.28,5.11,21.35
INOXGREEN.NS,49.59,4.13,31.64
INOXINDIA.NS,18.83,1.57,20.83
INOXWIND.NS,44.31,3.69,31.81
INSECTICID.NS,21.82,1.82,25.56
INSPIRISYS.NS,47.71,3.98,30.34
INTELLECT.NS,2.67,0.22,22.4
INTENTECH.NS,25.8,2.15,30.26
INTERARCH.NS,36.17,9.04,30.29
INTLCONV.NS,-10.09,-0.84,24.87
INVENTURE.NS,-24.03,-2.0,26.19
IOB.NS,16.27,1.36,24.28
IOC.NS,-3.24,-0.27,16.95
IOLCP.NS,-11.75,-0.98,20.62
IONEXCHANG.NS,9.66,0.8,20.5
IPCALAB.NS,34.15,2.84,13.32
IPL.NS,-55.18,-4.6,25.59
IRB.NS,23.87,1.99,26.36
IRCON.NS,19.29,1.61,29.49
IRCTC.NS,-19.24,-1.6,14.67
IREDA.NS,81.95,6.83,34.37
IRFC.NS,46.1,3.84,31.69
IRIS.NS,136.13,11.34,28.67
IRISDOREME.NS,-39.55,-3.3,17.47
IRMENERGY.NS,-49.2,-4.1,19.88
ISEC.NS,12.14,1.01,12.9
ISFT.NS,26.29,2.19,30.02
ISGEC.NS,51.35,4.28,23.89
ITC.NS,-1.48,-0.12,9.34
ITDC.NS,32.23,2.69,29.64
ITDCEM.NS,53.3,4.44,27.45
ITI.NS,16.17,1.35,30.86
IVC.NS,-15.17,-1.26,25.92
IVP.NS,-7.69,-0.64,28.94
IWEL.NS,63.74,5.31,31.32
IXIGO.NS,5.61,0.93,19.93
IZMO.NS,90.47,7.54,34.05
J&KBANK.NS,-31.59,-2.63,18.25
JAGRAN.NS,-20.23,-1.69,19.63
JAGSNPHARM.NS,65.52,5.46,27.6
JAIBALAJI.NS,27.47,2.29,30.55
JAICORPLTD.NS,-22.33,-1.86,26.96
JAIPURKURT.NS,-69.31,-5.77,32.67
JAMNAAUTO.NS,-17.69,-1.47,18.57
JASH.NS,63.99,5.33,24.77
JAYAGROGN.NS,12.51,1.04,22.79
JAYBARMARU.NS,-23.64,-1.97,22.46
JAYNECOIND.NS,-21.38,-1.78,25.11
JAYSREETEA.NS,20.07,1.67,22.65
JBCHEPHARM.NS,18.16,1.51,16.02
JBMA.NS,8.36,0.7,23.3
JCHAC.NS,52.65,4.39,25.49
JETAIRWAYS.NS,-40.01,-3.64,18.65
JETFREIGHT.NS,48.38,4.03,31.01
JGCHEM.NS,103.32,11.48,36.06
JHS.NS,-10.12,-0.85,32.76
JINDALPHOT.NS,44.43,3.7,26.75
JINDALPOLY.NS,48.83,4.07,27.18
JINDALSAW.NS,37.0,3.08,23.16
JINDALSTEL.NS,10.58,0.88,15.3
JINDRILL.NS,5.57,0.46,22.93
JINDWORLD.NS,38.36,3.2,27.52
JIOFIN.NS,20.68,1.72,16.36
JISLDVREQS.NS,3.48,0.29,26.17
JISLJALEQS.NS,8.62,0.72,26.18
JITFINFRA.NS,23.73,1.98,30.94
JKCEMENT.NS,12.71,1.06,13.44
JKIL.NS,22.32,1.86,21.88
JKLAKSHMI.NS,-11.06,-0.92,16.46
JKPAPER.NS,11.57,0.96,21.87
JKTYRE.NS,-8.16,-0.68,20.49
JLHL.NS,36.57,3.05,18.53
JMA.NS,25.69,2.14,22.35
JMFINANCIL.NS,37.34,3.11,25.54
JNKINDIA.NS,-2.81,-0.35,25.02
JOCIL.NS,-11.67,-0.97,19.68
JPASSOCIAT.NS,-91.83,-7.65,35.97
JPOLYINVST.NS,29.13,2.43,25.56
JPPOWER.NS,25.72,2.14,25.2
JSFB.NS,-14.71,-1.47,27.19
JSL.NS,19.69,1.64,20.16
JSWENERGY.NS,44.81,3.73,20.55
JSWHL.NS,114.11,9.51,30.01
JSWINFRA.NS,32.63,2.72,19.84
JSWSTEEL.NS,-1.88,-0.16,12.1
JTEKTINDIA.NS,1.34,0.11,20.46
JTLIND.NS,-20.44,-1.7,22.6
JUBLFOOD.NS,14.68,1.22,14.78
JUBLINGREA.NS,43.43,3.62,21.5
JUBLPHARMA.NS,65.17,5.43,20.1
JUNIPER.NS,-22.74,-2.28,22.36
JUSTDIAL.NS,28.44,2.37,25.14
JWL.NS,53.58,4.46,30.83
JYOTHYLAB.NS,-27.27,-2.27,21.67
JYOTICNC.NS,98.99,9.0,30.17
JYOTISTRUC.NS,64.41,5.37,37.48
KABRAEXTRU.NS,19.03,1.59,23.81
KAJARIACER.NS,-18.19,-1.52,16.42
KAKATCEM.NS,-28.2,-2.35,18.53
KALAMANDIR.NS,-52.96,-4.41,21.82
KALYANIFRG.NS,38.02,3.17,28.18
KALYANKJIL.NS,68.12,5.68,23.45
KAMATHOTEL.NS,-15.1,-1.26,24.45
KAMDHENU.NS,36.37,3.03,27.68
KAMOPAINTS.NS,-27.92,-2.33,38.1
KANANIIND.NS,-27.07,-2.26,29.01
KANORICHEM.NS,-14.75,-1.23,24.26
KANPRPLA.NS,2.51,0.21,22.54
KANSAINER.NS,-27.79,-2.31,13.2
KAPSTON.NS,67.62,5.63,25.35
KARMAENG.NS,10.39,0.87,30.77
KARURVYSYA.NS,24.08,2.01,17.89
KAUSHALYA.NS,8.29,0.69,28.51
KAVVERITEL.NS,158.82,13.24,37.52
KAYA.NS,22.09,1.84,32.0
KAYNES.NS,100.04,8.34,28.45
KBCGLOBAL.NS,4.36,0.36,24.35
KCP.NS,44.81,3.73,28.09
KCPSUGIND.NS,19.3,1.61,28.92
KDDL.NS,10.86,0.9,23.75
KEC.NS,63.57,5.3,19.97
KECL.NS,65.1,5.43,33.1
KEEPLEARN.NS,83.65,6.97,44.79
KEI.NS,18.96,1.58,21.18
KELLTONTEC.NS,46.26,3.85,28.09
KERNEX.NS,110.52,9.21,38.21
KESORAMIND.NS,20.59,1.72,11.65
KEYFINSERV.NS,74.43,6.2,37.69
KFINTECH.NS,115.94,9.66,26.85
KHADIM.NS,6.55,0.54,22.22
KHAICHEM.NS,5.87,0.49,26.54
KHAITANLTD.NS,25.36,2.11,31.68
KHANDSE.NS,-7.4,-0.62,23.96
KICL.NS,64.86,5.4,28.31
KILITCH.NS,-25.89,-2.16,20.73
KIMS.NS,41.03,3.42,15.38
KINGFA.NS,43.87,3.66,24.61
KIOCL.NS,-2.26,-0.19,27.98
KIRIINDUS.NS,60.34,5.03,27.88
KIRLOSBROS.NS,88.35,7.36,28.3
KIRLOSENG.NS,49.43,4.12,25.19
KIRLOSIND.NS,27.31,2.28,19.75
KIRLPNU.NS,103.95,8.66,24.95
KITEX.NS,130.68,10.89,31.16
KKCL.NS,-30.24,-2.52,13.92
KMEW.NS,1.94,1.94,18.24
KMSUGAR.NS,3.59,0.3,25.47
KNRCON.NS,17.79,1.48,21.56
KOHINOOR.NS,-19.08,-1.59,21.78
KOKUYOCMLN.NS,-7.71,-0.64,25.78
KOLTEPATIL.NS,-43.03,-3.59,21.51
KOPRAN.NS,-5.25,-0.44,27.31
KOTAKBANK.NS,-11.24,-0.94,9.64
KOTARISUG.NS,-17.58,-1.46,18.86
KOTHARIPET.NS,18.41,1.53,27.79
KOTHARIPRO.NS,59.04,4.92,28.77
KPEL.NS,-10.76,-10.76,23.89
KPIGREEN.NS,38.82,3.24,26.69
KPIL.NS,56.05,4.67,21.45
KPITTECH.NS,-11.86,-0.99,19.69
KPRMILL.NS,27.21,2.27,17.91
KRBL.NS,-20.21,-1.68,15.21
KREBSBIO.NS,24.24,2.02,29.74
KRIDHANINF.NS,93.52,7.79,42.92
KRISHANA.NS,-21.36,-1.78,17.53
KRITI.NS,59.33,4.94,39.34
KRITIKA.NS,20.21,1.68,29.71
KRITINUT.NS,48.66,4.06,31.57
KRN.NS,62.55,31.27,56.22
KRONOX.NS,27.1,4.52,26.85
KROSS.NS,7.99,2.66,30.56
KRSNAA.NS,18.22,1.52,18.8
KRYSTAL.NS,-5.62,-0.62,24.07
KSB.NS,7.14,0.59,17.52
KSCL.NS,28.42,2.37,20.97
KSHITIJPOL.NS,-33.25,-2.77,30.34
KSL.NS,95.53,7.96,30.04
KSOLVES.NS,-22.6,-1.88,16.63
KTKBANK.NS,-18.43,-1.54,15.32
KUANTUM.NS,-32.27,-2.69,22.36
LAGNAM.NS,44.97,3.75,28.94
LAKPRE.NS,27.42,2.28,24.67
LAL.NS,39.94,3.33,35.83
LALPATHLAB.NS,14.68,1.22,14.05
LAMBODHARA.NS,21.06,1.75,31.96
LANCORHOL.NS,-49.23,-5.47,22.44
LANDMARK.NS,-39.92,-3.33,17.15
LAOPALA.NS,-21.13,-1.76,14.74
LASA.NS,-3.73,-0.31,30.19
LATENTVIEW.NS,-2.26,-0.19,15.48
LATTEYS.NS,43.98,3.66,40.2
LAURUSLABS.NS,26.18,2.18,14.99
LAXMICOT.NS,23.77,1.98,33.47
LCCINFOTEC.NS,172.86,14.4,38.43
LEMONTREE.NS,20.49,1.71,18.61
LEXUS.NS,-8.29,-0.69,31.84
LFIC.NS,27.39,2.28,30.58
LGBBROSLTD.NS,-3.05,-0.26,15.32
LGHL.NS,130.9,10.91,36.84
LIBAS.NS,-20.28,-1.69,24.53
LIBERTSHOE.NS,68.94,5.74,30.0
LICHSGFIN.NS,4.74,0.39,16.76
LICI.NS,5.06,0.42,17.8
LIKHITHA.NS,22.47,1.87,25.3
LINC.NS,14.18,1.18,21.15
LINCOLN.NS,29.66,2.47,20.19
LINDEINDIA.NS,9.4,0.78,21.44
LLOYDSENGG.NS,66.08,5.51,28.24
LLOYDSENT.NS,-10.06,-5.03,17.1
LLOYDSME.NS,59.95,4.99,19.17
LMW.NS,28.47,2.37,16.3
LODHA.NS,31.94,2.66,23.55
LOKESHMACH.NS,-16.89,-1.41,26.31
LORDSCHLO.NS,-4.78,-0.4,25.52
LOTUSEYE.NS,-34.16,-2.85,28.03
LOVABLE.NS,-17.01,-1.42,25.17
LOYALTEX.NS,-60.18,-5.01,31.31
LPDC.NS,38.81,3.23,40.64
LT.NS,-1.25,-0.1,11.68
LTF.NS,-21.41,-1.78,17.28
LTFOODS.NS,66.65,5.55,22.5
LTIM.NS,-6.68,-0.56,13.0
LTTS.NS,-9.23,-0.77,14.08
LUMAXIND.NS,-5.26,-0.44,17.65
LUMAXTECH.NS,39.45,3.29,20.78
LUPIN.NS,47.23,3.94,12.35
LUXIND.NS,51.37,4.28,23.91
LXCHEM.NS,-20.13,-1.68,17.57
LYKALABS.NS,16.86,1.4,22.88
LYPSAGEMS.NS,25.54,2.13,36.57
M&M.NS,48.95,4.08,15.72
M&MFIN.NS,-6.2,-0.52,14.64
MAANALU.NS,1.61,0.14,32.89
MACPOWER.NS,99.3,8.27,25.9
MADHAV.NS,1.47,0.12,29.03
MADHUCON.NS,72.64,6.05,36.9
MADRASFERT.NS,-14.44,-1.2,24.47
MAGADSUGAR.NS,-2.81,-0.23,25.03
MAGNUM.NS,-5.68,-0.47,32.31
MAHABANK.NS,15.96,1.33,19.43
MAHAPEXLTD.NS,3.21,0.27,26.41
MAHASTEEL.NS,118.07,9.84,30.2
MAHEPC.NS,-19.54,-1.63,22.52
MAHESHWARI.NS,-33.7,-2.81,18.64
MAHLIFE.NS,-18.24,-1.52,14.24
MAHLOG.NS,-5.03,-0.42,16.8
MAHSCOOTER.NS,20.18,1.68,16.2
MAHSEAMLES.NS,-27.22,-2.27,19.87
MAITHANALL.NS,-4.91,-0.41,19.19
MALLCOM.NS,27.32,2.28,20.55
MALUPAPER.NS,48.0,4.0,33.71
MANAKALUCO.NS,15.07,1.26,32.66
MANAKCOAT.NS,140.17,11.68,34.11
MANAKSIA.NS,-46.19,-3.85,18.54
MANAKSTEEL.NS,52.31,4.36,34.68
MANALIPETC.NS,-14.79,-1.23,23.8
MANAPPURAM.NS,10.7,0.89,21.36
MANBA.NS,11.33,3.77,29.69
MANCREDIT.NS,-0.07,-0.01,13.66
MANGALAM.NS,12.7,1.06,24.01
MANGCHEFER.NS,23.07,1.92,23.26
MANGLMCEM.NS,16.8,1.4,21.69
MANINDS.NS,21.27,1.77,28.15
MANINFRA.NS,1.12,0.09,18.92
MANKIND.NS,28.76,2.4,16.74
MANOMAY.NS,41.44,3.45,28.92
MANORAMA.NS,107.95,9.0,28.75
MANORG.NS,22.24,1.85,28.32
MANUGRAPH.NS,-5.46,-0.45,30.88
MANYAVAR.NS,-2.43,-0.2,17.02
MAPMYINDIA.NS,-16.21,-1.35,21.21
MARALOVER.NS,11.73,0.98,27.61
MARATHON.NS,53.63,4.47,27.24
MARICO.NS,13.04,1.09,12.07
MARINE.NS,99.81,8.32,35.52
MARKSANS.NS,62.7,5.23,26.46
MARSHALL.NS,-51.13,-4.26,35.94
MARUTI.NS,2.02,0.17,11.21
MASFIN.NS,-16.25,-1.36,14.9
MASKINVEST.NS,179.8,14.98,43.7
MASTEK.NS,4.54,0.38,19.16
MASTERTR.NS,-4.82,-4.82,18.47
MATRIMONY.NS,11.9,0.99,17.67
MAWANASUG.NS,1.43,0.12,21.86
MAXESTATES.NS,70.78,5.9,26.74
MAXHEALTH.NS,54.6,4.55,19.48
MAXIND.NS,54.72,4.56,25.28
MAYURUNIQ.NS,5.68,0.47,18.22
MAZDA.NS,-0.17,-0.01,20.28
MAZDOCK.NS,78.67,6.56,33.31
MBAPL.NS,-33.62,-2.8,16.11
MBECL.NS,-32.01,-2.67,36.13
MBLINFRA.NS,38.92,3.24,34.79
MCL.NS,39.12,3.26,27.84
MCLEODRUSS.NS,54.52,4.54,35.22
MCX.NS,68.55,5.71,21.76
MEDANTA.NS,16.93,1.41,22.21
MEDIASSIST.NS,16.1,1.46,19.67
MEDICAMEQ.NS,2.1,0.17,31.59
MEDICO.NS,-37.42,-3.12,30.51
MEDPLUS.NS,8.55,0.71,12.57
MEGASOFT.NS,23.42,1.95,34.62
MEGASTAR.NS,-46.83,-3.9,23.22
MELSTAR.NS,10.78,1.2,21.72
MENONBE.NS,-13.25,-1.11,18.38
MEP.NS,-136.61,-11.38,38.25
METROBRAND.NS,-2.89,-0.24,17.78
METROPOLIS.NS,17.63,1.47,13.84
MFSL.NS,16.28,1.36,14.23
MGEL.NS,27.17,2.27,30.15
MGL.NS,5.33,0.44,21.62
MHLXMIRU.NS,-16.52,-1.38,37.57
MHRIL.NS,-8.43,-0.7,15.44
MICEL.NS,88.84,7.4,35.14
MIDHANI.NS,-21.31,-1.77,25.16
MINDACORP.NS,24.74,2.06,17.93
MINDTECK.NS,59.26,4.94,33.56
MIRCELECTR.NS,51.71,4.31,36.79
MIRZAINT.NS,-25.97,-2.16,18.6
MITCON.NS,34.54,2.88,32.96
MITTAL.NS,8.16,0.68,32.07
MKPL.NS,-114.28,-9.52,40.0
MMFL.NS,-2.79,-0.23,21.43
MMP.NS,46.0,3.83,25.0
MMTC.NS,23.6,1.97,29.18
MODIRUBBER.NS,22.6,1.88,24.26
MODISONLTD.NS,28.52,2.38,28.55
MODTHREAD.NS,53.9,5.39,26.82
MOHITIND.NS,88.7,7.39,32.22
MOIL.NS,14.9,1.24,29.57
MOKSH.NS,40.15,3.35,34.22
MOL.NS,4.28,0.36,22.13
MOLDTECH.NS,-39.52,-3.29,22.97
MOLDTKPAC.NS,-42.25,-3.52,13.47
MONARCH.NS,62.96,5.25,27.09
MONTECARLO.NS,25.78,2.15,16.86
MORARJEE.NS,-47.56,-3.96,32.29
MOREPENLAB.NS,49.91,4.16,27.4
MOTHERSON.NS,38.95,3.25,20.26
MOTILALOFS.NS,117.18,9.76,33.23
MOTISONS.NS,146.07,12.17,38.94
MOTOGENFIN.NS,-32.01,-2.67,25.21
MPHASIS.NS,3.28,0.27,14.59
MPSLTD.NS,16.43,1.37,18.93
MRF.NS,-5.26,-0.44,11.14
MRO-TEK.NS,48.08,4.01,32.66
MRPL.NS,11.4,0.95,30.32
MSPL.NS,61.86,5.16,33.12
MSTCLTD.NS,7.97,0.66,31.94
MSUMI.NS,-11.0,-0.92,13.18
MTARTECH.NS,-29.12,-2.43,17.88
MTEDUCARE.NS,-29.05,-2.42,25.35
MTNL.NS,84.46,7.04,44.34
MUFIN.NS,-31.55,-2.63,35.36
MUFTI.NS,-45.01,-3.75,24.74
MUKANDLTD.NS,-35.2,-2.93,24.02
MUKKA.NS,14.26,1.59,24.85
