Symbol,Yearly_Change,Avg_Month_Change,Avg_Month_Volatile
GANECOS.NS,77.09,6.42,23.74
GANESHBE.NS,-16.47,-1.37,21.88
GANESHHOUC.NS,122.82,10.24,32.86
GANGAFORGE.NS,55.93,4.66,39.69
GANGESSECU.NS,50.92,4.24,27.92
GANGOTRI.NS,33.47,2.79,15.77
GARFIBRES.NS,24.1,2.01,17.08
GARUDA.NS,27.42,13.71,39.39
GATECH.NS,-47.97,-4.0,38.75
GATECHDVR.NS,-183.8,-15.32,40.8
GATEWAY.NS,-32.27,-2.69,16.72
GAYAHWS.NS,74.26,6.19,35.51
GAYAPROJ.NS,12.77,1.07,28.44
GEECEE.NS,49.41,4.12,24.1
GEEKAYWIRE.NS,7.75,0.65,29.69
GENCON.NS,-1.01,-0.09,33.79
GENESYS.NS,79.05,6.59,27.79
GENSOL.NS,-17.86,-1.49,26.08
GENUSPAPER.NS,18.79,1.57,28.79
GENUSPOWER.NS,49.08,4.09,27.33
GEOJITFSL.NS,45.0,3.75,30.15
GEPIL.NS,61.5,5.12,34.57
GESHIP.NS,-2.61,-0.22,19.54
GET&D.NS,127.51,10.62,27.2
GFLLIMITED.NS,-15.87,-1.32,24.62
GFSTEELS.NS,24.58,2.05,8.38
GHCL.NS,15.75,1.31,18.96
GHCLTEXTIL.NS,42.53,3.54,24.57
GICHSGFIN.NS,-5.89,-0.49,21.81
GICRE.NS,50.6,4.22,24.62
GILLANDERS.NS,32.97,2.75,30.9
GILLETTE.NS,36.26,3.02,14.76
GINNIFILA.NS,12.61,1.05,26.28
GIPCL.NS,35.41,2.95,27.27
GKWLIMITED.NS,56.22,4.68,34.91
GLAND.NS,-9.82,-0.82,15.62
GLAXO.NS,22.77,1.9,18.3
GLENMARK.NS,61.05,5.09,16.31
GLFL.NS,57.36,4.78,35.4
GLOBAL.NS,-46.1,-3.84,26.94
GLOBALVECT.NS,105.03,8.75,35.31
GLOBE.NS,67.5,5.63,35.94
GLOBUSSPR.NS,7.56,0.63,23.87
GLOSTERLTD.NS,-29.41,-3.68,13.28
GLS.NS,47.68,3.97,21.07
GMBREW.NS,37.27,3.11,20.84
GMDCLTD.NS,-24.08,-2.0,21.76
GMMPFAUDLR.NS,-29.1,-2.42,14.81
GMRINFRA.NS,3.99,0.33,19.37
GMRP&UI.NS,71.14,5.93,36.62
GNA.NS,-9.96,-0.83,16.07
GNFC.NS,-26.68,-2.22,16.74
GOACARBON.NS,18.77,1.56,26.37
GOCLCORP.NS,-38.73,-3.23,23.62
GOCOLORS.NS,-22.74,-1.89,20.14
GODAVARIB.NS,-7.79,-3.9,31.67
GODFRYPHLP.NS,107.23,8.94,31.25
GODHA.NS,85.53,7.13,30.76
GODIGIT.NS,10.72,1.53,21.38
GODREJAGRO.NS,26.84,2.24,16.7
GODREJCP.NS,-9.56,-0.8,13.37
GODREJIND.NS,47.22,3.93,20.29
GODREJPROP.NS,30.52,2.54,18.58
GOENKA.NS,50.98,4.25,32.56
GOKEX.NS,37.59,3.13,22.57
GOKUL.NS,26.44,2.2,28.17
GOKULAGRO.NS,106.04,8.84,26.39
GOLDENTOBC.NS,-22.51,-1.88,21.88
GOLDIAM.NS,101.48,8.46,30.76
GOLDTECH.NS,-35.52,-2.96,36.8
GOODLUCK.NS,-7.61,-0.63,22.47
GOPAL.NS,12.5,1.39,21.87
GOYALALUM.NS,-5.78,-0.48,20.2
GPIL.NS,34.63,2.89,23.67
GPPL.NS,11.39,0.95,20.6
GPTHEALTH.NS,-12.43,-1.24,23.13
GPTINFRA.NS,50.61,4.22,31.29
GRANULES.NS,45.36,3.78,19.12
GRAPHITE.NS,2.19,0.18,18.72
GRASIM.NS,10.52,0.88,10.67
GRAVITA.NS,77.66,6.47,34.16
GREAVESCOT.NS,43.54,3.63,24.87
GREENLAM.NS,0.03,0.0,17.78
GREENPANEL.NS,-18.04,-1.5,17.57
GREENPLY.NS,29.15,2.43,23.08
GREENPOWER.NS,-36.15,-3.01,24.06
GRINDWELL.NS,-15.76,-1.31,16.97
GRINFRA.NS,25.1,2.09,16.73
GRMOVER.NS,20.45,1.7,30.02
GROBTEA.NS,34.01,2.83,25.07
GRPLTD.NS,89.06,7.42,30.07
GRSE.NS,64.9,5.41,36.0
GRWRHITECH.NS,131.56,10.96,30.36
GSEC10ABSL.NS,2.68,0.67,3.81
GSFC.NS,-13.85,-1.15,23.47
GSLSU.NS,6.49,0.54,28.35
GSPL.NS,26.59,2.22,21.17
GSS.NS,-113.2,-9.43,30.7
GTECJAINX.NS,-104.28,-8.69,33.01
GTL.NS,32.19,2.68,35.54
GTLINFRA.NS,78.86,6.57,39.27
GTPL.NS,-34.95,-2.91,16.82
GUFICBIO.NS,34.63,2.89,21.14
GUJALKALI.NS,-6.55,-0.54,17.1
GUJAPOLLO.NS,12.51,1.04,28.03
GUJGASLTD.NS,4.1,0.34,18.29
GUJRAFFIA.NS,33.15,2.76,32.18
GULFOILLUB.NS,50.87,4.24,26.59
GULFPETRO.NS,-7.1,-0.59,30.61
GULPOLY.NS,-15.51,-1.29,23.73
GVKPIL.NS,-64.97,-5.41,32.77
GVPTECH.NS,-5.14,-0.43,26.1
GVT&D.NS,148.79,12.4,29.12
HAL.NS,33.02,2.75,20.85
HAPPSTMNDS.NS,-29.94,-2.49,11.85
HAPPYFORGE.NS,-8.66,-0.72,15.59
HARDWYN.NS,-26.49,-2.21,28.09
HARIOMPIPE.NS,-16.4,-1.37,25.54
HARRMALAYA.NS,51.73,4.31,27.9
HARSHA.NS,21.51,1.79,17.72
HATHWAY.NS,-27.24,-2.27,20.43
HATSUN.NS,-15.09,-1.26,17.16
HAVELLS.NS,16.41,1.37,15.0
HAVISHA.NS,-23.73,-1.98,28.38
HBLPOWER.NS,38.54,3.21,26.26
HBSL.NS,54.18,4.52,33.43
HCC.NS,54.67,4.56,33.37
HCG.NS,39.49,3.29,14.04
HCL-INSYS.NS,-10.15,-0.84,28.22
HCLTECH.NS,26.1,2.17,11.4
HDFCAMC.NS,23.43,1.95,13.3
HDFCBANK.NS,0.33,0.03,10.42
HDFCLIFE.NS,-2.67,-0.22,12.49
HDIL.NS,-0.06,-0.0,25.77
HEADSUP.NS,-32.02,-2.67,30.88
HECPROJECT.NS,32.12,2.68,34.1
HEG.NS,42.53,3.54,25.22
HEIDELBERG.NS,-11.37,-0.95,13.46
HEMIPROP.NS,11.14,0.93,24.69
HERANBA.NS,5.31,0.44,22.9
HERCULES.NS,-6.77,-0.57,51.06
HERITGFOOD.NS,45.97,3.83,23.84
HEROMOTOCO.NS,1.7,0.14,14.25
HESTERBIO.NS,61.2,5.1,24.31
HEUBACHIND.NS,-6.75,-0.56,24.41
HEXATRADEX.NS,54.76,4.56,26.17
HFCL.NS,28.53,2.38,28.64
HGINFRA.NS,43.37,3.61,23.77
HGS.NS,-33.79,-2.82,18.29
HIKAL.NS,19.07,1.59,18.27
HIL.NS,-18.4,-1.54,14.94
HILTON.NS,-6.09,-0.51,28.49
HIMATSEIDE.NS,15.63,1.3,23.88
HINDALCO.NS,-4.25,-0.36,16.29
HINDCOMPOS.NS,4.79,0.4,23.58
HINDCON.NS,-12.49,-1.04,24.09
HINDCOPPER.NS,-1.28,-0.11,24.05
HINDMOTORS.NS,55.25,4.6,34.52
HINDNATGLS.NS,27.11,2.26,30.25
HINDOILEXP.NS,7.96,0.66,23.98
HINDPETRO.NS,34.69,2.89,19.91
HINDUNILVR.NS,-13.35,-1.11,10.61
HINDWAREAP.NS,-63.85,-5.32,22.54
HINDZINC.NS,53.18,4.43,25.01
HIRECT.NS,92.07,7.67,30.46
HISARMETAL.NS,12.27,1.02,24.48
HITECH.NS,28.33,2.36,27.44
HITECHCORP.NS,-15.18,-1.26,26.06
HITECHGEAR.NS,59.33,4.94,31.1
HLEGLAS.NS,-43.84,-3.65,16.2
HLVLTD.NS,-35.6,-2.97,28.67
HMAAGRO.NS,-81.0,-6.75,24.48
HMT.NS,43.37,3.62,35.62
HMVL.NS,-8.13,-0.68,23.64
HNDFDS.NS,2.15,0.18,14.48
HOMEFIRST.NS,8.1,0.67,20.48
HONASA.NS,-49.19,-4.1,24.17
HONAUT.NS,4.47,0.37,14.51
HONDAPOWER.NS,31.53,2.63,23.83
HOVS.NS,2.66,0.22,28.72
HPAL.NS,-26.35,-2.2,17.2
HPIL.NS,33.27,2.77,32.77
HPL.NS,69.13,5.76,29.21
HSCL.NS,63.69,5.31,25.19
HTMEDIA.NS,-13.69,-1.14,23.26
HUBTOWN.NS,145.79,12.15,36.58
HUDCO.NS,65.69,5.47,29.79
HUHTAMAKI.NS,-3.4,-0.28,22.17
HYBRIDFIN.NS,47.03,3.92,26.83
HYUNDAI.NS,-0.47,-0.24,11.9
ICDSLTD.NS,14.16,1.18,28.69
ICEMAKE.NS,24.4,2.03,30.37
ICICIBANK.NS,21.37,1.78,9.0
ICICIGI.NS,25.07,2.09,13.01
ICICIPRULI.NS,22.34,1.86,13.61
ICIL.NS,22.27,1.85,25.04
ICRA.NS,5.8,0.48,15.66
IDBI.NS,8.87,0.74,19.7
IDEA.NS,-75.27,-6.27,32.44
IDEAFORGE.NS,-40.6,-3.38,19.48
IDFC.NS,-1.15,-1.15,3.05
IDFCFIRSTB.NS,-41.6,-3.47,12.43
IEX.NS,-0.23,-0.02,20.26
IFBAGRO.NS,13.25,1.1,19.62
IFBIND.NS,66.11,5.51,30.65
IFCI.NS,112.25,9.35,42.1
IFGLEXPOR.NS,-55.6,-4.63,24.88
IGARASHI.NS,40.96,3.41,26.38
IGL.NS,-9.4,-0.78,18.7
IGPL.NS,18.77,1.56,21.48
IIFL.NS,-24.39,-2.03,29.76
IIFLCAPS.NS,4.58,4.58,20.43
IIFLSEC.NS,1.65,1.65,20.43
IITL.NS,69.37,5.78,28.41
IKIO.NS,-26.03,-2.17,16.22
IL&FSENGG.NS,43.55,3.63,34.7
IL&FSTRANS.NS,72.18,6.02,36.29
IMAGICAA.NS,13.11,1.09,22.23
IMFA.NS,53.83,4.49,23.64
IMPAL.NS,23.54,1.96,19.04
IMPEXFERRO.NS,-17.72,-1.48,34.22
INCREDIBLE.NS,28.49,2.37,30.27
INDBANK.NS,22.49,1.87,26.49
INDGN.NS,14.15,2.02,21.65
INDHOTEL.NS,63.15,5.26,15.84
INDIACEM.NS,31.22,2.6,19.97
INDIAGLYCO.NS,48.53,4.04,23.8
INDIAMART.NS,-20.91,-1.74,16.31
INDIANB.NS,21.28,1.77,19.07
INDIANCARD.NS,38.22,3.18,23.64
INDIANHUME.NS,40.99,3.42,30.71
INDIASHLTR.NS,18.59,1.55,17.25
INDIGO.NS,35.2,2.93,14.78
INDIGOPNTS.NS,-13.84,-1.15,12.66
INDNIPPON.NS,23.51,1.96,21.78
INDOAMIN.NS,51.83,4.32,34.02
INDOBORAX.NS,-19.06,-1.59,21.86
INDOCO.NS,-16.47,-1.37,14.83
INDORAMA.NS,-19.79,-1.65,25.25
INDOSTAR.NS,58.4,4.87,32.04
INDOTECH.NS,158.79,13.23,42.36
INDOTHAI.NS,194.84,16.24,34.98
INDOUS.NS,4.14,1.38,37.59
INDOWIND.NS,34.07,2.84,30.74
INDRAMEDCO.NS,110.86,9.24,27.6
INDSWFTLAB.NS,2.25,0.19,31.56
INDSWFTLTD.NS,45.83,3.82,32.98
INDTERRAIN.NS,-32.51,-2.71,23.43
INDUSINDBK.NS,-53.56,-4.46,13.38
INDUSTOWER.NS,58.1,4.84,20.92
INFIBEAM.NS,21.04,1.75,25.77
INFOBEAN.NS,-14.34,-1.2,16.81
INFOMEDIA.NS,47.59,3.96,32.3
INFY.NS,23.28,1.94,11.98
INGERRAND.NS,21.93,1.83,16.44
INNOVACAP.NS,62.0,5.17,21.35
INOXGREEN.NS,48.74,4.06,31.64
INOXINDIA.NS,19.06,1.59,20.83
INOXWIND.NS,42.88,3.57,31.81
INSECTICID.NS,21.74,1.81,25.56
INSPIRISYS.NS,47.97,4.0,30.34
INTELLECT.NS,3.4,0.28,22.4
INTENTECH.NS,25.31,2.11,30.26
INTERARCH.NS,36.71,9.18,30.29
INTLCONV.NS,-9.67,-0.8,24.87
INVENTURE.NS,-23.59,-1.97,26.19
IOB.NS,16.92,1.41,24.28
IOC.NS,-2.79,-0.23,16.95
IOLCP.NS,-11.9,-0.99,20.62
IONEXCHANG.NS,10.29,0.86,20.5
IPCALAB.NS,34.31,2.86,13.32
IPL.NS,-54.67,-4.56,25.59
IRB.NS,23.51,1.96,26.36
IRCON.NS,19.55,1.63,29.49
IRCTC.NS,-19.09,-1.59,14.67
IREDA.NS,82.03,6.84,34.37
IRFC.NS,45.99,3.83,31.69
IRIS.NS,136.13,11.34,28.67
IRISDOREME.NS,-39.38,-3.28,17.47
IRMENERGY.NS,-49.1,-4.09,19.88
ISEC.NS,12.3,1.02,12.9
ISFT.NS,25.12,2.09,30.02
ISGEC.NS,51.41,4.29,23.89
ITC.NS,-1.27,-0.1,9.34
ITDC.NS,32.26,2.69,29.64
ITDCEM.NS,53.82,4.48,27.45
ITI.NS,15.88,1.32,30.86
IVC.NS,-15.09,-1.26,25.92
IVP.NS,-7.6,-0.63,28.94
IWEL.NS,64.93,5.41,31.32
IXIGO.NS,5.37,0.89,19.93
IZMO.NS,90.47,7.54,34.05
J&KBANK.NS,-31.56,-2.63,18.25
JAGRAN.NS,-19.74,-1.64,19.63
JAGSNPHARM.NS,66.08,5.51,27.6
JAIBALAJI.NS,27.96,2.33,30.55
JAICORPLTD.NS,-22.66,-1.89,26.96
JAIPURKURT.NS,-68.38,-5.7,32.67
JAMNAAUTO.NS,-17.37,-1.45,18.57
JASH.NS,63.53,5.3,24.77
JAYAGROGN.NS,12.17,1.01,22.79
JAYBARMARU.NS,-23.81,-1.98,22.46
JAYNECOIND.NS,-19.59,-1.63,25.11
JAYSREETEA.NS,19.83,1.65,22.65
JBCHEPHARM.NS,16.99,1.42,16.02
JBMA.NS,8.97,0.75,23.3
JCHAC.NS,52.25,4.35,25.49
JETAIRWAYS.NS,-40.01,-3.33,17.09
JETFREIGHT.NS,47.97,4.0,31.01
JGCHEM.NS,104.72,11.64,36.06
JHS.NS,-11.1,-0.93,32.76
JINDALPHOT.NS,44.87,3.74,26.75
JINDALPOLY.NS,48.89,4.07,27.18
JINDALSAW.NS,38.12,3.18,23.16
JINDALSTEL.NS,10.54,0.88,15.3
JINDRILL.NS,5.36,0.45,22.93
JINDWORLD.NS,37.78,3.15,27.52
JIOFIN.NS,21.02,1.75,16.36
JISLDVREQS.NS,4.48,0.37,26.17
JISLJALEQS.NS,8.91,0.74,26.18
JITFINFRA.NS,24.57,2.05,30.94
JKCEMENT.NS,12.67,1.06,13.44
JKIL.NS,22.84,1.9,21.88
JKLAKSHMI.NS,-11.88,-0.99,16.46
JKPAPER.NS,11.58,0.96,21.87
JKTYRE.NS,-7.35,-0.61,20.49
JLHL.NS,37.28,3.11,18.53
JMA.NS,27.95,2.33,22.35
JMFINANCIL.NS,36.65,3.05,25.54
JNKINDIA.NS,-2.13,-0.26,25.02
JOCIL.NS,-11.16,-0.93,19.68
JPASSOCIAT.NS,-91.83,-7.65,35.97
JPOLYINVST.NS,29.13,2.43,25.56
JPPOWER.NS,25.45,2.12,25.2
JSFB.NS,-14.35,-1.44,27.19
JSL.NS,19.34,1.61,20.16
JSWENERGY.NS,44.39,3.7,20.55
JSWHL.NS,114.68,9.56,30.01
JSWINFRA.NS,32.09,2.68,19.84
JSWSTEEL.NS,-0.42,-0.04,12.1
JTEKTINDIA.NS,2.41,0.2,20.46
JTLIND.NS,-20.65,-1.72,22.6
JUBLFOOD.NS,14.65,1.22,14.78
JUBLINDS.NS,-5.28,-5.28,6.2
JUBLINGREA.NS,43.79,3.65,21.5
JUBLPHARMA.NS,67.25,5.6,20.1
JUNIPER.NS,-22.5,-2.25,22.36
JUSTDIAL.NS,28.74,2.39,25.14
JWL.NS,52.22,4.35,30.83
JYOTHYLAB.NS,-27.62,-2.3,21.67
JYOTICNC.NS,99.74,9.07,30.17
JYOTISTRUC.NS,65.22,5.44,37.48
KABRAEXTRU.NS,19.55,1.63,23.81
KAJARIACER.NS,-18.22,-1.52,16.42
KAKATCEM.NS,-28.71,-2.39,18.53
KALAMANDIR.NS,-52.65,-4.39,21.82
KALYANIFRG.NS,41.21,3.43,28.18
KALYANKJIL.NS,68.22,5.69,23.45
KAMATHOTEL.NS,-15.31,-1.28,24.45
KAMDHENU.NS,36.12,3.01,27.68
KAMOPAINTS.NS,-22.76,-1.9,38.1
KANANIIND.NS,-25.7,-2.14,29.01
KANORICHEM.NS,-14.86,-1.24,24.26
KANPRPLA.NS,3.03,0.25,22.54
KANSAINER.NS,-27.42,-2.28,13.2
KAPSTON.NS,68.85,5.74,25.35
KARMAENG.NS,9.86,0.82,30.77
KARURVYSYA.NS,24.1,2.01,17.89
KAUSHALYA.NS,9.59,0.8,28.51
KAVVERITEL.NS,158.82,13.24,37.52
KAYA.NS,22.09,1.84,32.0
KAYNES.NS,99.9,8.32,28.45
KBCGLOBAL.NS,3.91,0.33,24.35
KCP.NS,45.1,3.76,28.09
KCPSUGIND.NS,19.45,1.62,28.92
KDDL.NS,11.46,0.95,23.75
KEC.NS,62.03,5.17,19.97
KECL.NS,64.92,5.41,33.1
KEEPLEARN.NS,85.46,7.12,44.79
KEI.NS,18.77,1.56,21.18
KELLTONTEC.NS,46.53,3.88,28.09
KERNEX.NS,110.52,9.21,38.21
KESORAMIND.NS,20.54,1.71,11.65
KEYFINSERV.NS,72.88,6.07,37.69
KFINTECH.NS,115.3,9.61,26.85
KHADIM.NS,6.51,0.54,22.22
KHAICHEM.NS,6.29,0.52,26.54
KHAITANLTD.NS,22.89,1.91,31.68
KHANDSE.NS,-6.87,-0.57,23.96
KICL.NS,65.33,5.44,28.31
KILITCH.NS,-27.97,-2.33,20.73
KIMS.NS,41.14,3.43,15.38
KINGFA.NS,45.37,3.78,24.61
KIOCL.NS,-1.26,-0.11,27.98
KIRIINDUS.NS,60.1,5.01,27.88
KIRLOSBROS.NS,89.59,7.46,28.3
KIRLOSENG.NS,48.88,4.07,25.19
KIRLOSIND.NS,26.75,2.23,19.75
KIRLPNU.NS,104.1,8.68,24.95
KITEX.NS,130.68,10.89,31.16
KKCL.NS,-30.72,-2.56,13.92
KMEW.NS,3.4,3.4,18.24
KMSUGAR.NS,4.26,0.35,25.47
KNRCON.NS,17.97,1.5,21.56
KOHINOOR.NS,-18.44,-1.54,21.78
KOKUYOCMLN.NS,-8.21,-0.68,25.78
KOLTEPATIL.NS,-42.36,-3.53,21.51
KOPRAN.NS,-4.38,-0.37,27.31
KOTAKBANK.NS,-10.95,-0.91,9.64
KOTARISUG.NS,-17.2,-1.43,18.86
KOTHARIPET.NS,19.17,1.6,27.79
KOTHARIPRO.NS,59.04,4.92,28.77
KPEL.NS,-10.23,-10.23,23.89
KPIGREEN.NS,38.85,3.24,26.69
KPIL.NS,56.01,4.67,21.45
KPITTECH.NS,-11.95,-1.0,19.69
KPRMILL.NS,26.07,2.18,17.91
KRBL.NS,-19.93,-1.66,15.21
KREBSBIO.NS,23.9,1.99,29.74
KRIDHANINF.NS,93.52,7.79,42.92
KRISHANA.NS,-20.61,-1.72,17.53
KRITI.NS,59.92,4.99,39.34
KRITIKA.NS,21.36,1.78,29.71
KRITINUT.NS,51.38,4.28,31.57
KRN.NS,62.88,31.44,56.22
KRONOX.NS,27.3,4.55,26.85
KROSS.NS,7.17,2.39,30.56
KRSNAA.NS,18.61,1.55,18.8
KRYSTAL.NS,-5.17,-0.57,24.07
KSB.NS,6.46,0.54,17.52
KSCL.NS,29.55,2.46,20.97
KSHITIJPOL.NS,-33.25,-2.77,30.34
KSL.NS,96.07,8.01,30.04
KSOLVES.NS,-22.3,-1.86,16.63
KTKBANK.NS,-17.79,-1.48,15.32
KUANTUM.NS,-31.9,-2.66,22.36
LAGNAM.NS,43.06,3.59,28.94
LAKPRE.NS,27.42,2.28,24.67
LAL.NS,40.17,3.35,35.83
LALPATHLAB.NS,14.99,1.25,14.05
LAMBODHARA.NS,22.64,1.88,31.96
LANCORHOL.NS,-49.53,-5.5,22.44
LANDMARK.NS,-40.85,-3.4,17.15
LAOPALA.NS,-20.78,-1.73,14.74
LASA.NS,-2.07,-0.17,30.19
LATENTVIEW.NS,-2.48,-0.21,15.48
LATTEYS.NS,47.49,3.96,40.2
LAURUSLABS.NS,26.05,2.17,14.99
LAXMICOT.NS,23.33,1.94,33.47
LCCINFOTEC.NS,172.67,14.39,38.43
LEMONTREE.NS,20.41,1.7,18.61
LEXUS.NS,-9.39,-0.78,31.84
LFIC.NS,29.87,2.49,30.58
LGBBROSLTD.NS,-3.37,-0.28,15.32
LGBFORGE.NS,-5.69,-5.69,7.29
LGHL.NS,129.54,10.79,36.84
LIBAS.NS,-19.42,-1.62,24.53
LIBERTSHOE.NS,69.15,5.76,30.0
LICHSGFIN.NS,4.23,0.35,16.76
LICI.NS,4.99,0.41,17.8
LIKHITHA.NS,22.78,1.9,25.3
LINC.NS,13.28,1.11,21.15
LINCOLN.NS,31.7,2.64,20.19
LINDEINDIA.NS,9.4,0.78,21.44
LLOYDSENGG.NS,65.89,5.49,28.24
LLOYDSENT.NS,-9.64,-4.82,17.1
LLOYDSME.NS,60.39,5.03,19.17
LMW.NS,29.09,2.42,16.3
LODHA.NS,31.88,2.66,23.55
LOKESHMACH.NS,-15.77,-1.32,26.31
LORDSCHLO.NS,-4.57,-0.38,25.52
LOTUSEYE.NS,-34.62,-2.88,28.03
LOVABLE.NS,-17.2,-1.43,25.17
LOYALTEX.NS,-60.18,-5.01,31.31
LPDC.NS,39.99,3.33,40.64
LT.NS,-1.27,-0.11,11.68
LTF.NS,-21.5,-1.79,17.28
LTFOODS.NS,66.6,5.55,22.5
LTIM.NS,-6.72,-0.56,13.0
LTTS.NS,-9.21,-0.77,14.08
LUMAXIND.NS,-5.56,-0.46,17.65
LUMAXTECH.NS,40.07,3.34,20.78
LUPIN.NS,47.19,3.93,12.35
LUXIND.NS,52.14,4.35,23.91
LXCHEM.NS,-19.27,-1.61,17.57
LYKALABS.NS,17.02,1.42,22.88
LYPSAGEMS.NS,26.39,2.2,36.57
M&M.NS,49.31,4.11,15.72
M&MFIN.NS,-6.03,-0.5,14.64
MAANALU.NS,2.26,0.19,32.89
MACPOWER.NS,98.85,8.24,25.9
MADHAV.NS,1.6,0.13,29.03
MADHUCON.NS,72.64,6.05,36.9
MADRASFERT.NS,-14.28,-1.19,24.47
MAGADSUGAR.NS,-3.27,-0.27,25.03
MAGNUM.NS,-6.23,-0.52,32.31
MAHABANK.NS,16.16,1.35,19.43
MAHAPEXLTD.NS,2.81,0.23,26.41
MAHASTEEL.NS,118.94,9.91,30.2
MAHEPC.NS,-20.21,-1.68,22.52
MAHESHWARI.NS,-33.78,-2.82,18.64
MAHLIFE.NS,-17.01,-1.42,14.24
MAHLOG.NS,-5.17,-0.43,16.8
MAHSCOOTER.NS,20.07,1.67,16.2
MAHSEAMLES.NS,-27.36,-2.28,19.87
MAITHANALL.NS,-5.06,-0.42,19.19
MALLCOM.NS,26.82,2.24,20.55
MALUPAPER.NS,47.98,4.0,33.71
MANAKALUCO.NS,13.35,1.11,32.66
MANAKCOAT.NS,141.33,11.78,34.11
MANAKSIA.NS,-45.65,-3.8,18.54
MANAKSTEEL.NS,52.04,4.34,34.68
MANALIPETC.NS,-15.27,-1.27,23.8
MANAPPURAM.NS,10.67,0.89,21.36
MANBA.NS,11.54,3.84,29.69
MANCREDIT.NS,-0.24,-0.06,13.66
MANGALAM.NS,12.98,1.08,24.01
MANGCHEFER.NS,23.94,1.99,23.26
MANGLMCEM.NS,16.89,1.41,21.69
MANINDS.NS,21.48,1.79,28.15
MANINFRA.NS,0.37,0.03,18.92
MANKIND.NS,28.56,2.38,16.74
MANOMAY.NS,41.73,3.48,28.92
MANORAMA.NS,108.44,9.04,28.75
MANORG.NS,21.55,1.8,28.32
MANUGRAPH.NS,-4.95,-0.41,30.88
MANYAVAR.NS,-2.34,-0.2,17.02
MAPMYINDIA.NS,-15.14,-1.26,21.21
MARALOVER.NS,12.12,1.01,27.61
MARATHON.NS,52.35,4.36,27.24
MARICO.NS,13.25,1.1,12.07
MARINE.NS,100.21,8.35,35.52
MARKSANS.NS,60.42,5.04,26.46
MARSHALL.NS,-51.13,-4.26,35.94
MARUTI.NS,1.73,0.14,11.21
MASFIN.NS,-15.38,-1.28,14.9
MASKINVEST.NS,179.8,14.98,43.7
MASTEK.NS,4.92,0.41,19.16
MASTERTR.NS,-3.43,-3.43,18.47
MATRIMONY.NS,11.77,0.98,17.67
MAWANASUG.NS,0.19,0.01,21.86
MAXESTATES.NS,71.65,5.97,26.74
MAXHEALTH.NS,54.38,4.53,19.48
MAXIND.NS,55.53,4.63,25.28
MAYURUNIQ.NS,6.08,0.51,18.22
MAZDA.NS,-1.43,-0.12,20.28
MAZDOCK.NS,78.68,6.56,33.31
MBAPL.NS,-33.62,-2.8,16.11
MBECL.NS,-32.01,-2.67,36.13
MBLINFRA.NS,39.72,3.31,34.79
MCL.NS,39.12,3.26,27.84
MCLEODRUSS.NS,54.37,4.53,35.22
MCX.NS,68.35,5.7,21.76
MEDANTA.NS,17.15,1.43,22.21
MEDIASSIST.NS,17.24,1.57,19.67
MEDICAMEQ.NS,1.85,0.15,31.59
MEDICO.NS,-37.44,-3.12,30.51
MEDPLUS.NS,8.29,0.69,12.57
MEGASOFT.NS,24.51,2.04,34.62
MEGASTAR.NS,-47.13,-3.93,23.22
MELSTAR.NS,10.78,0.9,16.29
MENONBE.NS,-14.06,-1.17,18.38
MEP.NS,-136.61,-11.38,38.25
METROBRAND.NS,-3.56,-0.3,17.78
METROPOLIS.NS,18.03,1.5,13.84
MFSL.NS,15.73,1.31,14.23
MGEL.NS,27.86,2.32,30.15
MGL.NS,5.64,0.47,21.62
MHLXMIRU.NS,-16.52,-1.38,37.57
MHRIL.NS,-8.6,-0.72,15.44
MICEL.NS,90.43,7.54,35.14
MIDHANI.NS,-20.48,-1.71,25.16
MINDACORP.NS,24.9,2.07,17.93
MINDTECK.NS,59.32,4.94,33.56
MIRCELECTR.NS,51.96,4.33,36.79
MIRZAINT.NS,-25.89,-2.16,18.6
MITCON.NS,34.66,2.89,32.96
MITTAL.NS,7.16,0.6,32.07
MKPL.NS,-114.28,-9.52,40.0
MMFL.NS,-2.99,-0.25,21.43
MMP.NS,44.73,3.73,25.0
MMTC.NS,23.71,1.98,29.18
MODIRUBBER.NS,22.41,1.87,24.26
MODISONLTD.NS,30.79,2.57,28.55
MODTHREAD.NS,53.9,5.39,26.82
MOHITIND.NS,88.86,7.41,32.22
MOIL.NS,14.74,1.23,29.57
MOKSH.NS,39.61,3.3,34.22
MOL.NS,3.58,0.3,22.13
MOLDTECH.NS,-38.06,-3.17,22.97
MOLDTKPAC.NS,-41.47,-3.46,13.47
MONARCH.NS,61.99,5.17,27.09
MONTECARLO.NS,25.17,2.1,16.86
MORARJEE.NS,-48.52,-4.04,32.29
MOREPENLAB.NS,50.53,4.21,27.4
MOTHERSON.NS,38.61,3.22,20.26
MOTILALOFS.NS,116.79,9.73,33.23
MOTISONS.NS,147.59,12.3,38.94
MOTOGENFIN.NS,-31.83,-2.65,25.21
MPHASIS.NS,3.53,0.29,14.59
MPSLTD.NS,16.45,1.37,18.93
MRF.NS,-5.42,-0.45,11.14
MRO-TEK.NS,47.04,3.92,32.66
MRPL.NS,10.62,0.88,30.32
MSPL.NS,62.47,5.21,33.12
MSTCLTD.NS,8.3,0.69,31.94
MSUMI.NS,-11.14,-0.93,13.18
MTARTECH.NS,-29.24,-2.44,17.88
MTEDUCARE.NS,-29.05,-2.42,25.35
