Symbol,Yearly_Change,Avg_Month_Change,Avg_Month_Volatile
MTNL.NS,84.33,7.03,44.34
MUFIN.NS,-30.67,-2.55,35.36
MUFTI.NS,-44.04,-3.67,24.74
MUKANDLTD.NS,-36.08,-3.01,24.02
MUKKA.NS,14.46,1.61,24.85
MUKTAARTS.NS,14.82,1.23,24.02
MUNJALAU.NS,6.48,0.54,26.26
MUNJALSHOW.NS,3.92,0.33,22.19
MURUDCERA.NS,-10.16,-0.85,26.72
MUTHOOTCAP.NS,-8.74,-0.73,21.45
MUTHOOTFIN.NS,31.39,2.61,14.26
MUTHOOTMF.NS,-32.27,-2.69,15.74
MVGJL.NS,-36.19,-3.02,28.41
NACLIND.NS,-15.36,-1.28,21.16
NAGAFERT.NS,-22.15,-1.85,25.61
NAGREEKCAP.NS,97.84,8.15,36.18
NAGREEKEXP.NS,8.43,0.7,30.41
NAHARCAP.NS,-2.13,-0.18,20.06
NAHARINDUS.NS,13.85,1.16,20.07
NAHARPOLY.NS,34.17,2.85,27.27
NAHARSPING.NS,5.56,0.46,23.5
NAM-INDIA.NS,45.18,3.77,20.57
NARMADA.NS,5.94,0.49,31.27
NATCOPHARM.NS,49.02,4.09,17.44
NATHBIOGEN.NS,-9.73,-0.81,18.98
NATIONALUM.NS,40.88,3.41,24.15
NAUKRI.NS,41.62,3.47,14.2
NAVA.NS,89.89,7.49,26.38
NAVINFLUOR.NS,-16.8,-1.4,14.7
NAVKARCORP.NS,46.48,3.87,28.98
NAVNETEDUL.NS,-13.3,-1.11,14.29
NAZARA.NS,16.02,1.33,21.11
NBCC.NS,56.8,4.73,31.94
NBIFIN.NS,63.58,5.3,22.07
NCC.NS,42.4,3.53,23.31
NCLIND.NS,-7.14,-0.59,18.28
NDGL.NS,88.82,7.4,29.73
NDL.NS,61.63,5.14,34.8
NDLVENTURE.NS,-39.95,-3.33,24.6
NDRAUTO.NS,62.68,5.22,31.81
NDTV.NS,-53.72,-4.48,20.16
NECCLTD.NS,16.54,1.38,29.93
NECLIFE.NS,27.4,2.28,31.8
NELCAST.NS,-26.52,-2.21,21.5
NELCO.NS,54.28,4.52,27.42
NEOGEN.NS,34.47,2.87,24.45
NESCO.NS,1.06,0.09,16.02
NESTLEIND.NS,-21.42,-1.78,9.91
NETWEB.NS,82.3,6.86,26.36
NETWORK18.NS,-12.68,-1.06,23.75
NEULANDLAB.NS,107.98,9.0,31.6
NEWGEN.NS,63.83,5.32,30.02
NEXTMEDIA.NS,18.75,1.56,34.14
NFL.NS,27.55,2.3,29.48
NGIL.NS,-17.61,-1.47,31.71
NGLFINE.NS,-11.55,-0.96,22.9
NH.NS,2.14,0.18,13.18
NHPC.NS,12.77,1.06,23.42
NIACL.NS,-0.35,-0.03,26.49
NIBL.NS,-59.09,-4.93,30.44
NIITLTD.NS,56.81,4.73,28.13
NIITMTS.NS,2.75,0.23,18.42
NILAINFRA.NS,33.98,2.83,31.7
NILASPACES.NS,163.14,13.6,34.37
NILKAMAL.NS,-14.28,-1.19,12.33
NINSYS.NS,-25.56,-2.13,24.72
NIPPOBATRY.NS,-30.89,-2.57,22.58
NIRAJ.NS,39.81,3.32,32.05
NIRAJISPAT.NS,26.83,2.98,4.96
NITCO.NS,159.2,13.27,31.21
NITINSPIN.NS,34.59,2.88,21.31
NITIRAJ.NS,69.01,5.75,26.82
NIVABUPA.NS,0.08,0.08,47.96
NKIND.NS,73.52,6.13,29.53
NLCINDIA.NS,-12.02,-1.0,23.88
NMDC.NS,-2.18,-0.18,20.07
NOCIL.NS,-7.61,-0.64,18.35
NOIDATOLL.NS,65.41,5.45,31.84
NORBTEAEXP.NS,72.19,6.02,36.86
NORTHARC.NS,-31.94,-10.65,24.79
NOVAAGRI.NS,7.59,0.69,27.54
NRAIL.NS,-9.88,-0.82,23.91
NRBBEARING.NS,-22.52,-1.88,21.11
NRL.NS,49.8,4.15,31.64
NSIL.NS,79.41,6.62,29.7
NSLNISP.NS,-17.48,-1.46,22.56
NTL.NS,69.6,5.8,26.22
NTPC.NS,-3.39,-0.28,14.19
NTPCGREEN.NS,4.69,4.69,25.28
NUCLEUS.NS,-38.89,-3.24,25.5
NURECA.NS,-38.87,-3.24,22.36
NUVAMA.NS,57.56,4.8,24.28
NUVOCO.NS,-10.36,-0.86,14.18
NYKAA.NS,-4.78,-0.4,17.68
OAL.NS,9.81,0.82,25.65
OBCL.NS,-14.76,-1.23,22.72
OBEROIRLTY.NS,39.17,3.27,17.57
OCCL.NS,31.26,2.61,30.04
OCCLLTD.NS,21.62,10.81,36.49
OFSS.NS,121.94,10.16,23.46
OIL.NS,58.24,4.85,27.98
OILCOUNTUB.NS,100.87,8.41,35.08
OLAELEC.NS,-18.98,-4.74,33.23
OLECTRA.NS,7.46,0.62,22.43
OMAXAUTO.NS,67.87,5.66,25.62
OMAXE.NS,44.55,3.71,30.52
OMINFRAL.NS,14.28,1.19,33.77
OMKARCHEM.NS,0.42,0.03,28.57
ONELIFECAP.NS,25.55,2.13,40.46
ONEPOINT.NS,6.06,0.5,24.23
ONGC.NS,11.91,0.99,17.37
ONMOBILE.NS,-24.47,-2.04,26.51
ONWARDTEC.NS,-68.25,-5.69,20.63
OPTIEMUS.NS,92.45,7.71,32.37
ORBTEXP.NS,36.64,3.05,25.39
ORCHPHARMA.NS,97.13,8.09,29.61
ORICONENT.NS,11.72,0.98,29.35
ORIENTALTL.NS,-11.76,-0.98,39.73
ORIENTBELL.NS,-31.93,-2.66,16.87
ORIENTCEM.NS,36.18,3.02,26.29
ORIENTCER.NS,-8.65,-0.72,28.36
ORIENTELEC.NS,7.33,0.61,17.32
ORIENTHOT.NS,37.18,3.1,20.97
ORIENTLTD.NS,42.57,3.55,34.46
ORIENTPPR.NS,-3.17,-0.26,24.75
ORIENTTECH.NS,30.7,7.68,34.2
ORISSAMINE.NS,2.85,0.24,26.98
ORTEL.NS,111.19,9.27,30.58
ORTINGLOBE.NS,-20.71,-5.18,20.3
OSIAHYPER.NS,-9.92,-0.83,42.16
OSWALAGRO.NS,97.71,8.14,33.9
OSWALGREEN.NS,71.15,5.93,37.65
OSWALSEEDS.NS,-80.13,-6.68,36.27
PAGEIND.NS,23.51,1.96,11.67
PAISALO.NS,36.06,3.01,37.96
PAKKA.NS,45.53,3.79,29.9
PALASHSECU.NS,24.31,2.03,24.83
PALREDTEC.NS,-69.08,-5.76,32.89
PANACEABIO.NS,111.28,9.27,34.34
PANACHE.NS,132.05,11.0,35.34
PANAMAPET.NS,11.26,0.94,20.99
PANSARI.NS,83.18,6.93,32.95
PAR.NS,-4.29,-0.36,29.69
PARACABLES.NS,-1.77,-0.15,30.18
PARADEEP.NS,47.68,3.97,21.17
PARAGMILK.NS,-20.65,-1.72,22.62
PARAS.NS,36.38,3.03,29.71
PARKHOTELS.NS,-23.51,-2.35,19.64
PARSVNATH.NS,85.87,7.16,32.99
PASUPTAC.NS,18.48,1.54,28.69
PATANJALI.NS,7.24,0.6,18.42
PATELENG.NS,-24.99,-2.08,23.87
PATINTLOG.NS,10.6,0.88,27.19
PAVNAIND.NS,23.04,1.92,27.12
PAYTM.NS,70.24,5.85,31.22
PCBL.NS,77.2,6.44,29.38
PCJEWELLER.NS,154.76,12.9,37.02
PDMJEPAPER.NS,149.66,12.47,34.25
PDSL.NS,9.5,0.79,20.84
PEARLPOLY.NS,26.23,2.19,30.6
PEL.NS,17.37,1.45,18.29
PENIND.NS,35.62,2.97,27.09
PENINLAND.NS,-9.44,-0.79,31.03
PERSISTENT.NS,52.04,4.34,17.13
PETRONET.NS,36.15,3.01,16.61
PFC.NS,8.95,0.75,22.19
PFIZER.NS,7.68,0.64,15.03
PFOCUS.NS,28.57,2.38,28.27
PFS.NS,0.36,0.03,32.08
PGEL.NS,140.64,11.72,33.42
PGHH.NS,-14.84,-1.24,7.88
PGHL.NS,6.07,0.51,10.82
PGIL.NS,70.37,5.87,27.9
PHOENIXLTD.NS,31.57,2.63,23.8
PIDILITIND.NS,4.29,0.36,10.29
PIGL.NS,193.76,16.14,35.92
PIIND.NS,7.31,0.61,12.29
PILANIINVS.NS,43.51,3.63,26.55
PILITA.NS,-1.07,-0.09,28.05
PIONEEREMB.NS,30.08,2.51,25.24
PITTIENG.NS,64.91,5.41,21.01
PIXTRANS.NS,69.5,5.79,24.96
PKTEA.NS,105.48,8.79,32.05
PLASTIBLEN.NS,-18.62,-1.55,23.1
PLATIND.NS,107.94,11.99,32.44
PLAZACABLE.NS,-30.66,-2.56,18.27
PNB.NS,4.03,0.34,17.1
PNBGILTS.NS,16.9,1.41,22.45
PNBHOUSING.NS,6.75,0.56,23.27
PNC.NS,3.91,0.33,26.81
PNCINFRA.NS,-12.45,-1.04,24.44
PNGJL.NS,-6.18,-2.06,21.05
POCL.NS,143.99,12.0,38.72
PODDARHOUS.NS,-72.63,-6.05,19.41
PODDARMENT.NS,-4.24,-0.36,19.21
POKARNA.NS,91.3,7.61,25.14
POLICYBZR.NS,100.64,8.39,23.49
POLYCAB.NS,26.75,2.23,17.22
POLYMED.NS,54.31,4.53,23.01
POLYPLEX.NS,24.31,2.03,21.23
PONNIERODE.NS,-0.02,0.0,18.66
POONAWALLA.NS,-37.13,-3.1,18.35
POWERGRID.NS,19.66,1.64,13.63
POWERINDIA.NS,92.88,7.74,29.39
POWERMECH.NS,6.34,0.53,21.79
PPAP.NS,-12.76,-1.06,23.07
PPL.NS,15.07,1.26,25.48
PPLPHARMA.NS,54.93,4.58,19.67
PRAENG.NS,36.72,3.06,29.25
PRAJIND.NS,35.14,2.93,20.27
PRAKASH.NS,-1.26,-0.11,27.24
PRAKASHSTL.NS,-8.89,-0.74,28.55
PRAXIS.NS,-36.02,-3.0,35.64
PRECAM.NS,33.22,2.77,27.32
PRECOT.NS,65.52,5.46,26.42
PRECWIRE.NS,33.87,2.82,28.16
PREMEXPLN.NS,63.63,5.3,39.38
PREMIER.NS,43.92,3.66,30.29
PREMIERENE.NS,17.82,5.94,26.45
PREMIERPOL.NS,71.92,5.99,32.1
PRESTIGE.NS,44.63,3.72,23.7
PRICOLLTD.NS,30.96,2.58,17.04
PRIMESECU.NS,58.91,4.91,24.81
PRINCEPIPE.NS,-64.79,-5.4,16.91
PRITI.NS,-59.57,-4.96,27.33
PRITIKAUTO.NS,-20.87,-1.74,29.99
PRIVISCL.NS,45.58,3.8,21.38
PROZONER.NS,-28.44,-2.37,25.09
PRSMJOHNSN.NS,-5.26,-0.44,20.5
PRUDENT.NS,85.08,7.09,25.57
PRUDMOULI.NS,75.38,6.28,37.84
PSB.NS,11.53,0.96,24.18
PSPPROJECT.NS,-19.65,-1.64,14.83
PTC.NS,-27.43,-2.28,24.45
PTCIL.NS,75.63,6.3,26.38
PTL.NS,-0.75,-0.06,16.11
PUNJABCHEM.NS,-18.98,-1.58,23.94
PURVA.NS,110.28,9.19,39.16
PVP.NS,90.71,7.56,38.07
PVRINOX.NS,-23.34,-1.95,14.24
PVSL.NS,-40.59,-4.51,19.69
PYRAMID.NS,7.66,0.64,23.87
QUESS.NS,24.75,2.06,19.92
QUICKHEAL.NS,59.21,4.93,29.82
QUINTEGRA.NS,17.55,1.46,17.75
RACE.NS,-17.55,-1.46,17.17
RACLGEAR.NS,-8.24,-8.24,15.6
RADAAN.NS,188.87,15.74,45.37
RADHIKAJWE.NS,102.05,8.51,35.91
RADIANTCMS.NS,-22.63,-1.88,14.98
RADICO.NS,38.05,3.17,17.64
RADIOCITY.NS,-26.96,-2.25,22.91
RAILTEL.NS,7.22,0.6,29.81
RAIN.NS,10.13,0.84,23.2
RAINBOW.NS,22.95,1.91,19.13
RAJESHEXPO.NS,-43.81,-3.65,16.79
RAJMET.NS,-11.83,-0.99,30.87
RAJRATAN.NS,-50.69,-4.22,15.86
RAJRILTD.NS,19.81,1.65,21.17
RAJSREESUG.NS,6.77,0.56,29.22
RAJTV.NS,62.7,5.23,38.02
RAJVIR.NS,60.17,5.01,5.87
RALLIS.NS,10.65,0.89,18.86
RAMANEWS.NS,8.1,0.67,27.8
RAMAPHO.NS,-10.36,-0.86,21.27
RAMASTEEL.NS,2.29,0.19,29.02
RAMCOCEM.NS,-9.41,-0.79,13.06
RAMCOIND.NS,26.53,2.21,19.56
RAMCOSYS.NS,45.54,3.8,27.16
RAMKY.NS,-20.02,-1.67,32.34
RAMRAT.NS,70.14,5.84,25.01
RANASUG.NS,-21.74,-1.81,20.4
RANEENGINE.NS,20.05,1.67,30.55
RANEHOLDIN.NS,33.96,2.83,23.68
RATEGAIN.NS,-16.97,-1.41,17.77
RATNAMANI.NS,-4.03,-0.34,14.5
RATNAVEER.NS,50.27,4.19,30.55
RAYMOND.NS,4.87,0.41,28.62
RAYMONDLSL.NS,-16.75,-5.58,18.91
RBA.NS,-37.25,-3.1,16.94
RBL.NS,16.34,1.36,26.49
RBLBANK.NS,-60.72,-5.06,19.31
RBZJEWEL.NS,77.58,6.47,31.19
RCF.NS,7.92,0.66,26.67
RCOM.NS,21.12,1.76,24.56
RECLTD.NS,17.51,1.46,22.62
REDINGTON.NS,14.34,1.19,15.06
REDTAPE.NS,68.17,5.68,21.79
REFEX.NS,169.54,14.13,37.63
REGENCERAM.NS,70.32,5.86,34.17
RELAXO.NS,-37.38,-3.11,11.85
RELCHEMQ.NS,-44.65,-3.72,23.68
RELIABLE.NS,25.45,2.12,30.98
RELIANCE.NS,-10.3,-0.86,9.28
RELIGARE.NS,36.66,3.05,16.15
RELINFRA.NS,50.87,4.24,38.57
REMSONSIND.NS,5.92,0.49,26.91
RENUKA.NS,-19.56,-1.63,21.86
REPCOHOME.NS,-0.54,-0.05,21.44
REPL.NS,35.21,2.93,24.83
REPRO.NS,-44.28,-3.69,21.76
RESPONIND.NS,-25.14,-2.1,19.87
RGL.NS,62.26,5.19,29.45
RHFL.NS,87.23,7.27,50.06
RHIM.NS,-45.63,-3.8,19.02
RHL.NS,77.41,6.45,30.02
RICOAUTO.NS,0.01,0.0,25.06
RIIL.NS,-26.09,-2.18,22.41
RISHABH.NS,-58.33,-4.86,20.68
RITCO.NS,34.22,2.85,26.64
RITES.NS,8.19,0.68,26.14
RKDL.NS,29.78,2.48,27.57
RKEC.NS,24.97,2.08,28.91
RKFORGE.NS,16.84,1.4,21.39
RKSWAMY.NS,-4.74,-0.53,21.78
RML.NS,10.98,0.92,31.06
ROHLTD.NS,6.08,0.51,21.2
ROLEXRINGS.NS,-20.47,-1.71,21.59
ROLLT.NS,83.4,6.95,36.61
ROLTA.NS,53.28,4.44,31.59
ROML.NS,20.14,1.68,26.06
ROSSARI.NS,-6.07,-0.51,15.44
ROSSELLIND.NS,-96.22,-8.02,64.28
ROSSTECH.NS,-0.2,-0.2,3.06
ROTO.NS,38.98,3.25,26.61
ROUTE.NS,-18.39,-1.53,13.34
RPEL.NS,17.44,4.36,29.94
RPGLIFE.NS,57.11,4.76,21.72
RPOWER.NS,70.9,5.91,37.64
RPPINFRA.NS,69.95,5.83,32.89
RPPL.NS,6.87,0.57,29.39
RPSGVENT.NS,44.77,3.73,28.42
RPTECH.NS,15.24,1.52,23.24
RRKABEL.NS,-13.11,-1.09,16.14
RSSOFTWARE.NS,165.8,13.82,41.7
RSWM.NS,-1.56,-0.13,22.07
RSYSTEMS.NS,-14.1,-1.17,18.5
RTNINDIA.NS,-18.64,-1.55,25.93
RTNPOWER.NS,71.6,5.97,33.61
RUBFILA.NS,-11.59,-2.9,16.17
RUBYMILLS.NS,13.55,1.13,25.06
RUCHINFRA.NS,-1.88,-0.16,26.69
RUCHIRA.NS,-6.31,-0.53,19.05
RUPA.NS,-5.03,-0.42,18.93
RUSHIL.NS,-21.13,-1.76,19.98
RUSTOMJEE.NS,2.13,0.18,16.12
RVHL.NS,68.12,5.68,35.03
RVNL.NS,104.28,8.69,37.28
RVTH.NS,-21.9,-7.3,26.4
S&SPOWER.NS,124.0,10.34,32.7
SABEVENTS.NS,173.71,14.48,41.89
SABTNL.NS,290.85,24.24,99.35
SADBHAV.NS,14.26,1.19,32.93
SADBHIN.NS,34.27,2.86,32.16
SADHNANIQ.NS,-62.8,-5.23,27.72
SAFARI.NS,36.19,3.02,18.03
SAGARDEEP.NS,-2.16,-0.18,25.88
SAGCEM.NS,-20.2,-1.69,17.6
SAGILITY.NS,21.23,21.23,32.06
SAH.NS,-32.54,-2.71,27.07
SAHYADRI.NS,-27.2,-2.27,19.04
SAIL.NS,-10.72,-0.89,22.06
SAKAR.NS,-28.69,-2.39,16.99
SAKHTISUG.NS,8.99,0.75,28.31
SAKSOFT.NS,-20.88,-1.74,24.45
SAKUMA.NS,1.33,0.11,33.75
SALASAR.NS,24.34,2.03,34.28
SALONA.NS,-6.06,-0.5,18.6
SALSTEEL.NS,-15.07,-1.26,26.16
SALZERELEC.NS,163.67,13.64,34.99
SAMBHAAV.NS,91.4,7.62,33.39
SAMHI.NS,9.03,0.75,19.73
SAMMAANCAP.NS,-26.43,-2.2,20.62
SAMPANN.NS,46.25,3.85,33.54
SANCO.NS,11.02,0.92,39.06
SANDESH.NS,35.44,2.95,21.46
SANDHAR.NS,-3.2,-0.27,20.69
SANDUMA.NS,-15.79,-1.32,31.01
SANGAMIND.NS,-2.06,-0.17,25.78
SANGHIIND.NS,-79.91,-6.66,21.71
SANGHVIMOV.NS,-25.77,-2.15,32.67
SANGINITA.NS,-64.55,-5.38,26.38
SANOFI.NS,-24.85,-2.07,17.5
SANOFICONR.NS,-3.38,-1.12,10.56
SANSERA.NS,31.0,2.58,17.29
SANSTAR.NS,0.84,0.17,21.76
SANWARIA.NS,6.46,0.54,29.0
SAPPHIRE.NS,5.72,0.48,18.4
SARDAEN.NS,66.48,5.54,25.94
SAREGAMA.NS,27.84,2.32,24.22
SARLAPOLY.NS,80.72,6.73,30.9
SARVESHWAR.NS,69.83,5.82,36.56
SASKEN.NS,40.8,3.4,22.32
SASTASUNDR.NS,-32.66,-2.72,23.02
SATIA.NS,-41.45,-3.45,17.69
SATIN.NS,-48.88,-4.07,20.09
SATINDLTD.NS,-5.88,-0.49,24.03
SAURASHCEM.NS,-9.32,-0.93,25.05
SBC.NS,39.84,3.32,28.03
SBCL.NS,8.4,0.7,21.41
SBFC.NS,-11.77,-0.98,17.03
SBGLP.NS,67.96,5.66,25.85
SBICARD.NS,-13.07,-1.09,9.92
SBILIFE.NS,-5.44,-0.45,11.94
SBIN.NS,18.99,1.58,12.06
SCHAEFFLER.NS,7.26,0.6,18.6
SCHAND.NS,-28.11,-2.34,17.38
SCHNEIDER.NS,61.58,5.13,28.37
SCI.NS,20.75,1.73,30.35
SCILAL.NS,36.39,4.04,35.3
SCPL.NS,-3.58,-0.3,27.98
SDBL.NS,-7.9,-0.66,22.5
SEAMECLTD.NS,8.92,0.74,21.89
SECMARK.NS,-22.56,-1.88,27.9
SECURCRED.NS,-150.69,-12.56,37.85
SECURKLOUD.NS,-28.75,-2.4,28.59
SEJALLTD.NS,95.6,7.97,28.58
SELAN.NS,53.01,4.42,26.8
SELMC.NS,-67.7,-5.64,28.84
SEMAC.NS,-100.47,-8.37,51.91
SENCO.NS,48.75,4.06,28.07
SEPC.NS,10.96,0.91,33.76
SEQUENT.NS,51.46,4.29,30.07
SERVOTECH.NS,70.43,5.87,28.25
SESHAPAPER.NS,-16.21,-1.35,16.91
SETCO.NS,186.88,15.57,46.36
SETUINFRA.NS,13.18,1.1,37.83
SEYAIND.NS,20.9,1.74,32.14
SFL.NS,-29.43,-2.45,14.2
SGIL.NS,30.71,2.56,26.62
SGL.NS,25.0,2.08,34.08
SHAH.NS,4.64,0.39,31.08
SHAHALLOYS.NS,25.36,2.11,34.93
SHAILY.NS,152.65,12.72,29.2
SHAKTIPUMP.NS,175.05,14.59,32.99
SHALBY.NS,-29.4,-2.45,20.32
SHALPAINTS.NS,-30.91,-2.58,23.73
SHANKARA.NS,-3.34,-0.28,18.55
SHANTI.NS,-9.21,-0.77,32.57
SHANTIGEAR.NS,-33.05,-2.75,16.51
SHARDACROP.NS,62.34,5.2,21.01
SHARDAMOTR.NS,37.96,3.16,25.13
SHAREINDIA.NS,-27.49,-2.29,15.22
SHEKHAWATI.NS,107.07,8.92,38.07
SHEMAROO.NS,9.46,0.79,29.4
SHILPAMED.NS,93.03,7.75,24.36
SHIVALIK.NS,13.38,1.11,25.7
SHIVAMAUTO.NS,-2.04,-0.17,34.24
SHIVAMILLS.NS,2.26,0.19,28.23
SHIVATEX.NS,32.7,2.72,26.41
SHK.NS,53.45,4.45,26.05
SHOPERSTOP.NS,-6.94,-0.58,17.86
SHRADHA.NS,99.47,8.29,33.09
SHREDIGCEM.NS,-13.42,-1.12,16.94
SHREECEM.NS,-12.76,-1.06,12.31
SHREEPUSHK.NS,40.12,3.34,22.92
SHREERAMA.NS,52.27,4.36,26.95
SHRENIK.NS,-46.2,-3.85,33.28
SHREYANIND.NS,-3.06,-0.25,23.44
SHREYAS.NS,33.33,3.03,22.26
SHRIPISTON.NS,25.91,2.16,19.37
SHRIRAMFIN.NS,35.47,2.96,17.91
SHRIRAMPPS.NS,-19.26,-1.61,23.8
SHYAMCENT.NS,-47.05,-3.92,24.72
SHYAMMETL.NS,14.41,1.2,20.55
SHYAMTEL.NS,147.9,12.32,41.82
SICALLOG.NS,-20.77,-1.73,28.59
SIEMENS.NS,52.3,4.36,18.13
SIGACHI.NS,10.23,0.85,29.18
SIGIND.NS,2.26,0.19,26.49
SIGMA.NS,-44.91,-3.74,20.76
SIGNATURE.NS,32.45,2.7,21.06
SIGNPOST.NS,-11.06,-1.11,30.15
SIKKO.NS,-13.62,-1.13,29.03
SIL.NS,-2.33,-0.19,23.03
SILGO.NS,44.07,3.67,33.57
SILINV.NS,39.18,3.26,24.2
SILLYMONKS.NS,38.66,3.22,30.22
SILVERTUC.NS,-12.19,-1.01,13.12
SIMBHALS.NS,-42.7,-3.56,27.42
SIMPLEXINF.NS,142.81,11.9,35.97
SINCLAIR.NS,-1.31,-0.16,19.87
SINDHUTRAD.NS,-10.36,-0.86,41.71
SINTERCOM.NS,8.99,0.75,16.68
SIRCA.NS,-24.57,-2.05,17.6
SIS.NS,-24.28,-2.02,14.56
SITINET.NS,5.63,0.47,32.34
SIYSIL.NS,63.72,5.31,20.29
SJS.NS,60.3,5.02,20.37
SJVN.NS,9.42,0.78,27.97
SKFINDIA.NS,-0.11,-0.01,19.01
SKIL.NS,-27.99,-2.33,18.34
SKIPPER.NS,87.71,7.31,32.93
SKMEGGPROD.NS,-41.6,-3.47,26.83
SKYGOLD.NS,151.45,12.62,35.77
SMARTLINK.NS,14.49,1.21,30.54
SMCGLOBAL.NS,37.68,3.14,21.13
SMLISUZU.NS,19.8,1.65,25.37
SMLT.NS,-41.42,-3.45,29.27
SMSLIFE.NS,88.78,7.4,32.47
SMSPHARMA.NS,66.77,5.57,29.38
SNOWMAN.NS,3.95,0.33,26.63
SOBHA.NS,56.04,4.67,28.42
SOFTTECH.NS,70.58,5.88,30.45
SOLARA.NS,68.44,5.7,32.78
SOLARINDS.NS,30.68,2.56,20.6
SOMANYCERA.NS,-12.35,-1.03,17.74
SOMATEX.NS,75.56,6.3,30.69
SOMICONVEY.NS,107.5,8.96,34.36
SONACOMS.NS,-11.9,-0.99,16.48
SONAMLTD.NS,86.79,7.23,31.06
SONATSOFTW.NS,-10.45,-0.87,21.37
SOTL.NS,45.37,3.78,22.37
SOUTHBANK.NS,-8.7,-0.72,18.94
SOUTHWEST.NS,-17.08,-1.42,30.36
SPAL.NS,38.97,3.25,23.92
SPANDANA.NS,-127.27,-10.61,21.27
SPARC.NS,-26.79,-2.23,27.65
SPCENET.NS,-37.81,-3.15,30.33
SPECIALITY.NS,-20.7,-1.72,21.77
SPENCERS.NS,-29.36,-2.45,28.05
SPIC.NS,-7.77,-0.65,23.06
SPLIL.NS,-13.09,-1.09,18.32
SPLPETRO.NS,25.53,2.13,20.29
SPMLINFRA.NS,99.98,8.33,35.75
SPORTKING.NS,45.96,3.83,26.43
SREEL.NS,-46.25,-3.85,19.08
SRF.NS,-6.87,-0.57,13.39
SRGHFL.NS,31.21,2.6,18.12
SRHHYPOLTD.NS,34.83,2.9,24.41
SRM.NS,69.51,8.69,30.63
SRPL.NS,47.26,3.94,38.93
SSDL.NS,-16.63,-4.16,20.88
SSWL.NS,-32.86,-2.74,15.61
STANLEY.NS,-13.4,-2.23,19.07
STAR.NS,34.09,2.84,32.85
STARCEMENT.NS,16.36,1.36,19.13
STARHEALTH.NS,-11.55,-0.96,13.74
STARPAPER.NS,-2.0,-0.17,17.94
STARTECK.NS,-17.69,-1.48,26.74
STCINDIA.NS,20.35,1.7,29.77
STEELCAS.NS,42.81,3.57,15.92
STEELCITY.NS,35.64,2.97,24.46
STEELXIND.NS,8.51,0.71,26.61
STEL.NS,17.8,1.48,25.72
STERTOOLS.NS,55.91,4.66,27.34
STLTECH.NS,-20.43,-1.7,18.9
STOVEKRAFT.NS,70.37,5.87,24.16
STYLAMIND.NS,28.22,2.35,17.82
STYLEBAAZA.NS,-17.32,-5.78,25.86
STYRENIX.NS,73.83,6.15,20.97
SUBEXLTD.NS,-39.83,-3.32,25.23
SUBROS.NS,12.22,1.02,23.85
SUDARSCHEM.NS,68.0,5.67,22.6
SUKHJITS.NS,2.07,0.17,19.27
SULA.NS,-19.85,-1.66,16.43
SUMEETINDS.NS,88.73,7.4,40.63
SUMICHEM.NS,23.71,1.97,17.38
SUMIT.NS,114.33,9.53,30.28
SUMMITSEC.NS,82.12,6.84,30.46
SUNCLAY.NS,45.38,3.78,23.42
SUNDARAM.NS,-28.96,-2.41,24.3
SUNDARMFIN.NS,23.85,1.99,21.47
SUNDARMHLD.NS,78.35,6.53,30.95
SUNDRMBRAK.NS,44.89,3.74,27.41
SUNDRMFAST.NS,-20.22,-1.68,13.72
SUNFLAG.NS,34.54,2.88,25.45
SUNPHARMA.NS,32.77,2.73,9.91
SUNTECK.NS,7.32,0.61,20.28
SUNTV.NS,2.13,0.18,15.43
SUPERHOUSE.NS,-26.48,-2.21,16.35
SUPERSPIN.NS,36.66,3.06,33.14
SUPRAJIT.NS,10.79,0.9,17.57
SUPREMEENG.NS,132.18,11.01,36.47
SUPREMEIND.NS,10.04,0.84,19.29
SUPREMEINF.NS,121.72,10.14,39.13
SUPRIYA.NS,85.49,7.12,27.18
SURAJEST.NS,74.93,6.24,30.36
SURAKSHA.NS,0.3,0.3,1.46
SURANASOL.NS,43.58,3.63,30.23
SURANAT&P.NS,30.89,2.57,30.03
SURYALAXMI.NS,2.09,0.18,24.35
SURYAROSNI.NS,-30.23,-2.52,25.24
SURYODAY.NS,-11.38,-0.95,22.05
SUTLEJTEX.NS,18.66,1.56,27.35
SUULD.NS,-33.41,-2.78,30.1
SUVEN.NS,58.76,4.9,30.66
SUVENPHAR.NS,52.79,4.4,20.45
SUVIDHAA.NS,-63.06,-5.26,24.6
SUYOG.NS,9.09,2.27,18.0
SUZLON.NS,51.23,4.27,24.56
SVLL.NS,23.01,1.92,22.64
SVPGLOB.NS,-52.67,-4.39,27.92
SWANENERGY.NS,40.95,3.41,29.9
SWARAJENG.NS,17.04,1.42,16.29
SWELECTES.NS,77.59,6.46,35.61
SWIGGY.NS,26.11,26.11,32.1
SWSOLAR.NS,-1.5,-0.12,27.43
SYMPHONY.NS,42.92,3.58,21.57
SYNCOMF.NS,29.29,2.44,29.85
SYNGENE.NS,19.69,1.64,12.43
SYRMA.NS,-15.91,-1.33,22.38
TAINWALCHM.NS,74.13,6.18,29.03
TAJGVK.NS,48.12,4.01,22.83
TAKE.NS,-32.08,-2.67,24.05
TALBROAUTO.NS,-6.59,-0.55,21.35
TANLA.NS,-55.89,-4.66,19.22
TARACHAND.NS,78.57,6.55,35.66
TARAPUR.NS,241.48,20.12,39.06
