Date,Close,High,Low,Open,Volume,Month_Change,Month_Volatile,Yearly_Change,Symbol
,20MICRONS.NS,20MICRONS.NS,20MICRONS.NS,20MICRONS.NS,20MICRONS.NS,,,,
2024-09-01,1578.09,1582.92,1377.16,1445.55,10615677,9.17,14.94,-3.01,APLAPOLLO.NS
2024-10-01,1520.45,1652.6,1376.7,1590.0,13048674,-4.37,20.04,-7.39,APLAPOLLO.NS
2024-11-01,1516.4,1556.7,1400.0,1530.0,10495655,-0.89,11.19,-8.28,APLAPOLLO.NS
2024-12-01,1555.55,1645.8,1488.05,1505.7,8077447,3.31,10.6,-4.96,APLAPOLLO.NS
2024-01-01,949.79,982.52,748.26,751.67,13984340,26.36,31.31,26.36,APLLTD.NS
2024-02-01,1008.28,1081.8,923.09,951.32,4528220,5.99,17.19,32.34,APLLTD.NS
2024-03-01,973.82,1067.96,891.74,1013.57,2211011,-3.92,19.76,28.42,APLLTD.NS
2024-04-01,988.45,1037.3,903.76,973.82,2224389,1.5,14.78,29.93,APLLTD.NS
2024-05-01,912.81,1039.08,908.75,988.45,2603894,-7.65,14.34,22.27,APLLTD.NS
2024-06-01,866.83,929.72,814.22,919.63,3749976,-5.74,14.19,16.53,APLLTD.NS
2024-07-01,1166.4,1241.01,870.63,870.68,16878728,33.96,42.54,50.5,APLLTD.NS
2024-08-01,1059.1,1284.95,1025.1,1185.35,4973176,-10.65,25.35,39.84,APLLTD.NS
2024-09-01,1205.5,1278.0,1040.0,1075.75,9123476,12.06,22.88,51.91,APLLTD.NS
2024-10-01,1128.85,1303.9,1027.9,1204.0,5117629,-6.24,26.85,45.66,APLLTD.NS
2024-11-01,1092.2,1156.0,992.4,1156.0,2346058,-5.52,16.49,40.15,APLLTD.NS
2024-12-01,1054.0,1123.0,1031.0,1082.9,2130351,-2.67,8.92,37.48,APLLTD.NS
2024-01-01,124.09,136.94,115.95,117.89,14185064,5.26,18.1,5.26,APOLLO.NS
2024-02-01,127.24,147.48,109.2,127.94,27263999,-0.55,35.05,4.71,APOLLO.NS
2024-03-01,95.26,133.59,93.96,125.54,16741169,-24.12,42.18,-19.41,APOLLO.NS
2024-04-01,109.0,117.39,96.6,96.9,17214606,12.49,21.52,-6.92,APOLLO.NS
2024-05-01,106.4,118.44,97.45,109.0,14917239,-2.39,21.54,-9.31,APOLLO.NS
2024-06-01,106.9,118.18,98.2,111.55,38084602,-4.17,20.35,-13.47,APOLLO.NS
2024-07-01,119.19,128.32,103.35,107.45,74384242,10.93,24.16,-2.55,APOLLO.NS
2024-08-01,104.45,121.42,104.25,119.19,75546349,-12.37,16.47,-14.92,APOLLO.NS
2024-09-01,103.0,112.95,100.16,105.7,51949894,-2.55,12.77,-17.47,APOLLO.NS
2024-10-01,101.38,106.99,87.99,103.0,42445143,-1.57,21.59,-19.04,APOLLO.NS
2024-11-01,100.11,105.1,90.25,102.5,27055549,-2.33,16.45,-21.37,APOLLO.NS
2024-12-01,94.28,104.55,93.56,100.19,20318580,-5.9,11.75,-27.27,APOLLO.NS
2024-01-01,6337.48,6413.05,5626.27,5727.02,7181445,10.66,13.98,10.66,APOLLOHOSP.NS
2024-02-01,6086.75,6857.71,6047.29,6274.34,10737826,-2.99,13.4,7.67,APOLLOHOSP.NS
2024-03-01,6347.04,6453.53,5932.48,6092.64,11419209,4.18,8.78,11.85,APOLLOHOSP.NS
2024-04-01,5937.97,6546.94,5724.2,6391.18,10289878,-7.09,14.37,4.75,APOLLOHOSP.NS
2024-05-01,5830.24,6076.81,5731.19,5937.97,10692960,-1.81,6.03,2.94,APOLLOHOSP.NS
2024-06-01,6176.21,6305.31,5684.46,5977.11,8142696,3.33,10.92,6.27,APOLLOHOSP.NS
2024-07-01,6605.15,6766.6,6067.67,6170.52,7043521,7.04,11.52,13.31,APOLLOHOSP.NS
2024-08-01,6916.87,6979.27,6411.1,6605.15,9881314,4.72,8.86,18.03,APOLLOHOSP.NS
2024-09-01,7199.15,7316.95,6790.05,6989.0,7614414,3.01,7.76,21.04,APOLLOHOSP.NS
2024-10-01,7022.7,7243.95,6727.35,7201.5,5459324,-2.48,7.68,18.56,APOLLOHOSP.NS
2024-11-01,6828.9,7545.0,6594.15,7022.7,9030215,-2.76,14.42,15.8,APOLLOHOSP.NS
2024-12-01,7244.9,7389.9,6821.1,6858.0,5577581,5.64,8.34,21.44,APOLLOHOSP.NS
2024-01-01,681.07,748.81,669.94,691.9,2645777,-1.57,11.77,-1.57,APOLLOPIPE.NS
2024-02-01,698.39,797.38,658.0,691.45,4453746,1.0,21.18,-0.56,APOLLOPIPE.NS
2024-03-01,634.89,714.71,609.23,700.89,919053,-9.42,17.31,-9.98,APOLLOPIPE.NS
2024-04-01,650.92,694.85,611.03,640.53,835546,1.62,13.72,-8.36,APOLLOPIPE.NS
2024-05-01,653.81,685.21,587.37,650.92,1715892,0.44,16.66,-7.91,APOLLOPIPE.NS
2024-06-01,630.55,693.65,605.04,661.3,2880829,-4.65,14.65,-12.56,APOLLOPIPE.NS
2024-07-01,637.59,643.78,597.2,636.79,1396328,0.13,7.8,-12.44,APOLLOPIPE.NS
2024-08-01,604.14,663.74,537.85,639.18,2244749,-5.48,23.41,-17.92,APOLLOPIPE.NS
2024-09-01,578.13,677.42,576.13,604.09,3542120,-4.3,17.58,-22.22,APOLLOPIPE.NS
2024-10-01,530.0,588.6,472.35,579.1,1197562,-8.48,24.61,-30.69,APOLLOPIPE.NS
2024-11-01,494.05,540.0,452.7,535.0,848474,-7.65,19.28,-38.35,APOLLOPIPE.NS
2024-12-01,471.0,510.0,469.15,495.5,750050,-4.94,8.71,-43.29,APOLLOPIPE.NS
2024-01-01,534.36,541.63,442.17,451.27,53461604,18.41,22.49,18.41,APOLLOTYRE.NS
2024-02-01,512.61,551.57,494.18,537.82,31478420,-4.69,11.61,13.73,APOLLOTYRE.NS
2024-03-01,461.15,539.8,436.64,513.55,38771257,-10.2,23.63,3.52,APOLLOTYRE.NS
2024-04-01,504.31,511.13,447.66,463.63,44287166,8.77,14.18,12.3,APOLLOTYRE.NS
2024-05-01,458.24,512.91,453.79,504.31,83001863,-9.14,13.03,3.16,APOLLOTYRE.NS
2024-06-01,535.75,541.38,424.13,471.58,72733979,13.61,27.64,16.77,APOLLOTYRE.NS
2024-07-01,549.39,561.6,494.82,537.53,81161979,2.21,13.5,18.97,APOLLOTYRE.NS
2024-08-01,492.9,560.0,477.15,556.45,43826890,-11.42,17.36,7.55,APOLLOTYRE.NS
2024-09-01,547.85,584.9,492.8,494.05,43449404,10.89,18.69,18.44,APOLLOTYRE.NS
2024-10-01,504.95,552.15,474.25,548.95,32791155,-8.02,16.43,10.43,APOLLOTYRE.NS
2024-11-01,509.65,522.4,448.15,499.25,23876270,2.08,16.57,12.51,APOLLOTYRE.NS
2024-12-01,532.35,557.0,506.35,509.9,23128487,4.4,10.0,16.91,APOLLOTYRE.NS
2024-01-01,2093.05,2648.78,1484.19,1550.11,814135,35.03,78.47,35.03,APOLSINHOT.NS
2024-02-01,1990.93,2297.21,1964.26,2105.64,142844,-5.45,16.95,29.58,APOLSINHOT.NS
2024-03-01,1664.78,2071.48,1548.12,1997.57,67080,-16.66,33.81,12.92,APOLSINHOT.NS
2024-04-01,1787.73,1972.55,1664.78,1664.78,62656,7.39,18.49,20.3,APOLSINHOT.NS
2024-05-01,1595.46,1807.1,1568.69,1787.73,59819,-10.75,15.2,9.55,APOLSINHOT.NS
2024-06-01,1484.29,1657.93,1438.25,1657.88,67618,-10.47,15.27,-0.92,APOLSINHOT.NS
2024-07-01,1631.67,1746.88,1343.82,1504.27,128069,8.47,29.99,7.55,APOLSINHOT.NS
2024-08-01,1577.88,1659.93,1408.29,1633.11,71892,-3.38,17.87,4.17,APOLSINHOT.NS
2024-09-01,1956.67,2222.15,1573.09,1573.09,349859,24.38,41.26,28.55,APOLSINHOT.NS
2024-10-01,1880.4,2049.95,1669.0,2001.0,90253,-6.03,22.83,22.52,APOLSINHOT.NS
2024-11-01,1857.6,1977.0,1689.15,1977.0,47241,-6.04,17.04,16.48,APOLSINHOT.NS
2024-12-01,1788.0,1950.0,1743.05,1866.0,37236,-4.18,11.87,12.3,APOLSINHOT.NS
2024-01-01,267.95,291.67,255.3,257.36,12476455,4.11,14.25,4.11,APTECHT.NS
2024-02-01,237.26,275.25,202.02,270.06,14761419,-12.15,36.25,-8.03,APTECHT.NS
2024-03-01,227.06,243.83,197.16,238.54,7627178,-4.81,23.67,-12.84,APTECHT.NS
2024-04-01,253.83,258.34,223.83,228.54,7412683,11.07,15.42,-1.78,APTECHT.NS
2024-05-01,220.35,259.71,211.08,253.83,4945408,-13.19,23.04,-14.97,APTECHT.NS
2024-06-01,217.35,242.15,200.6,230.0,5618394,-5.5,20.71,-20.47,APTECHT.NS
2024-07-01,238.04,240.8,199.35,218.7,11627709,8.84,20.79,-11.62,APTECHT.NS
2024-08-01,231.39,254.0,207.49,240.0,12136659,-3.59,22.42,-15.21,APTECHT.NS
2024-09-01,218.43,240.4,214.95,231.8,5726913,-5.77,11.84,-20.98,APTECHT.NS
2024-10-01,175.66,220.44,166.6,219.6,4042127,-20.01,32.32,-40.99,APTECHT.NS
2024-11-01,176.9,190.9,160.01,177.45,3983386,-0.31,19.31,-41.3,APTECHT.NS
2024-12-01,181.32,202.5,170.23,176.95,6928912,2.47,18.96,-38.83,APTECHT.NS
2024-01-01,367.37,368.7,313.69,314.67,14017914,16.75,17.54,16.75,APTUS.NS
2024-02-01,345.31,384.39,319.47,372.62,20103946,-7.33,20.32,9.42,APTUS.NS
2024-03-01,304.79,347.04,299.72,345.07,7450467,-11.67,15.79,-2.25,APTUS.NS
2024-04-01,322.44,349.01,307.55,310.46,10984579,3.86,13.48,1.6,APTUS.NS
2024-05-01,295.58,332.15,289.71,322.44,52092122,-8.33,14.65,-6.73,APTUS.NS
2024-06-01,327.87,353.26,284.44,304.47,18599501,7.69,24.19,0.96,APTUS.NS
2024-07-01,313.91,357.18,309.04,334.78,11203157,-6.23,15.58,-5.27,APTUS.NS
2024-08-01,325.88,332.69,297.61,315.85,15765245,3.18,11.79,-2.1,APTUS.NS
2024-09-01,355.34,376.41,310.08,330.9,22637741,7.39,21.39,5.29,APTUS.NS
2024-10-01,353.46,399.12,333.38,351.57,50066569,0.54,19.72,5.82,APTUS.NS
2024-11-01,317.98,357.18,306.21,353.76,17058375,-10.11,16.65,-4.29,APTUS.NS
2024-12-01,305.6,329.5,301.25,321.5,12231990,-4.95,9.38,-9.24,APTUS.NS
2024-01-01,91.55,106.5,87.4,103.85,1072748,-11.84,21.85,-11.84,ARCHIDPLY.NS
2024-02-01,89.3,110.0,87.65,91.85,1267189,-2.78,25.5,-14.62,ARCHIDPLY.NS
2024-03-01,82.85,97.95,76.15,92.8,685733,-10.72,28.63,-25.34,ARCHIDPLY.NS
2024-04-01,134.3,142.8,85.05,85.7,6162787,56.71,67.9,31.37,ARCHIDPLY.NS
2024-05-01,102.1,148.4,100.05,134.3,1120144,-23.98,48.33,7.39,ARCHIDPLY.NS
2024-06-01,100.15,116.8,95.4,105.0,365655,-4.62,22.43,2.77,ARCHIDPLY.NS
2024-07-01,103.39,106.0,90.8,98.16,330283,5.33,16.74,8.1,ARCHIDPLY.NS
2024-08-01,137.02,153.0,99.0,103.99,5821201,31.76,54.55,39.86,ARCHIDPLY.NS
2024-09-01,122.97,141.0,115.67,137.1,427223,-10.31,21.9,29.56,ARCHIDPLY.NS
2024-10-01,121.32,141.7,109.56,122.97,575588,-1.34,29.34,28.21,ARCHIDPLY.NS
2024-11-01,115.48,126.99,102.71,123.99,795560,-6.86,23.64,21.35,ARCHIDPLY.NS
2024-12-01,122.5,123.13,108.96,117.99,685683,3.82,13.0,25.17,ARCHIDPLY.NS
2024-01-01,35.65,37.7,26.55,28.95,8941781,23.14,42.0,23.14,ARCHIES.NS
2024-02-01,36.25,38.95,30.5,36.95,6806053,-1.89,27.7,21.25,ARCHIES.NS
2024-03-01,29.65,42.5,29.0,36.85,2665796,-19.54,46.55,1.71,ARCHIES.NS
2024-04-01,30.45,36.0,28.6,30.5,612565,-0.16,25.87,1.55,ARCHIES.NS
2024-05-01,24.5,31.15,24.45,30.45,592368,-19.54,27.4,-17.99,ARCHIES.NS
2024-06-01,26.71,28.9,22.45,25.4,1834323,5.16,28.73,-12.84,ARCHIES.NS
2024-07-01,26.31,27.7,24.55,26.54,2184625,-0.87,12.83,-13.7,ARCHIES.NS
2024-08-01,26.53,28.55,24.5,26.77,3285073,-0.9,16.53,-14.6,ARCHIES.NS
2024-09-01,32.16,36.7,26.06,26.98,15312579,19.2,40.83,4.6,ARCHIES.NS
2024-10-01,26.11,36.71,25.2,32.16,4021258,-18.81,45.67,-14.21,ARCHIES.NS
2024-11-01,25.63,28.0,24.1,26.63,425451,-3.76,16.18,-17.97,ARCHIES.NS
2024-12-01,25.35,26.8,24.34,25.63,459584,-1.09,10.11,-19.06,ARCHIES.NS
2024-01-01,882.39,893.26,772.03,813.51,13654760,8.47,15.7,8.47,ARE&M.NS
2024-02-01,832.67,908.69,804.03,893.26,8911823,-6.78,13.02,1.68,ARE&M.NS
2024-03-01,754.71,888.45,732.18,836.64,12210854,-9.79,21.34,-8.11,ARE&M.NS
2024-04-01,1091.47,1195.38,762.55,767.21,71547281,42.26,56.76,34.16,ARE&M.NS
2024-05-01,1172.5,1268.43,1005.76,1082.83,36040552,8.28,26.12,42.44,ARE&M.NS
2024-06-01,1650.7,1762.65,992.51,1240.64,100925097,33.05,77.6,75.49,ARE&M.NS
2024-07-01,1614.12,1731.93,1393.49,1647.57,24114645,-2.03,24.29,73.46,ARE&M.NS
2024-08-01,1514.78,1658.92,1452.35,1643.68,14579941,-7.84,14.22,65.62,ARE&M.NS
2024-09-01,1419.89,1523.49,1311.6,1521.75,11990500,-6.69,16.16,58.92,ARE&M.NS
2024-10-01,1384.69,1437.86,1213.67,1431.89,15244999,-3.3,18.47,55.63,ARE&M.NS
2024-11-01,1275.25,1415.95,1203.91,1398.53,8280341,-8.81,17.61,46.81,ARE&M.NS
2024-12-01,1198.0,1360.0,1185.0,1290.0,8707238,-7.13,14.77,39.68,ARE&M.NS
2024-01-01,48.4,55.8,40.55,46.45,538804,4.2,37.61,4.2,ARENTERP.NS
2024-02-01,46.55,54.1,44.05,50.5,235360,-7.82,22.81,-3.62,ARENTERP.NS
2024-03-01,38.0,50.9,36.6,47.75,80671,-20.42,39.07,-24.04,ARENTERP.NS
2024-04-01,45.65,55.05,36.7,39.1,245073,16.75,50.0,-7.29,ARENTERP.NS
2024-05-01,41.95,47.85,40.6,45.65,115433,-8.11,17.86,-15.4,ARENTERP.NS
2024-06-01,48.32,55.65,38.6,43.9,264771,10.07,44.17,-5.33,ARENTERP.NS
2024-07-01,52.81,53.95,43.02,48.45,216590,9.0,25.41,3.67,ARENTERP.NS
2024-08-01,54.67,79.8,49.59,53.0,1499840,3.15,60.92,6.82,ARENTERP.NS
2024-09-01,46.77,54.67,43.52,54.67,72271,-14.45,25.62,-7.63,ARENTERP.NS
2024-10-01,44.0,47.72,42.0,47.5,44154,-7.37,13.62,-15.0,ARENTERP.NS
2024-11-01,56.51,60.0,43.29,46.2,174006,22.32,38.6,7.32,ARENTERP.NS
2024-12-01,61.77,88.34,54.2,57.0,918214,8.37,62.99,15.69,ARENTERP.NS
2024-01-01,289.1,289.1,198.63,202.26,6805375,42.93,45.55,42.93,ARIES.NS
2024-02-01,296.82,316.85,241.62,312.66,6831652,-5.07,31.14,37.87,ARIES.NS
2024-03-01,241.32,341.46,230.71,295.47,6490135,-18.33,48.0,19.54,ARIES.NS
2024-04-01,273.16,296.87,242.42,243.11,1789779,12.36,22.46,31.9,ARIES.NS
2024-05-01,223.88,278.98,221.14,273.16,1449503,-18.04,26.16,13.86,ARIES.NS
2024-06-01,258.82,285.32,191.4,230.11,3233681,12.48,49.07,26.34,ARIES.NS
2024-07-01,299.01,308.18,255.07,257.16,5421308,16.27,20.82,42.61,ARIES.NS
2024-08-01,294.88,324.82,261.85,300.31,4725964,-1.81,24.05,40.8,ARIES.NS
2024-09-01,264.14,307.08,258.16,298.81,1981982,-11.6,18.95,29.2,ARIES.NS
2024-10-01,264.35,273.95,224.2,265.6,1031059,-0.47,22.19,28.73,ARIES.NS
2024-11-01,354.45,370.0,252.45,264.35,9724105,34.08,46.56,62.81,ARIES.NS
2024-12-01,323.45,406.95,323.45,355.0,5092338,-8.89,25.82,53.93,ARIES.NS
2024-01-01,75.01,76.0,66.94,69.63,10010355,7.73,13.53,7.73,ARIHANTCAP.NS
2024-02-01,65.55,83.97,64.31,75.61,16309336,-13.31,30.57,-5.58,ARIHANTCAP.NS
2024-03-01,54.65,67.59,48.98,66.55,8568264,-17.88,38.0,-23.46,ARIHANTCAP.NS
2024-04-01,63.56,64.9,53.31,55.1,4354704,15.35,21.74,-8.11,ARIHANTCAP.NS
2024-05-01,64.36,73.66,56.84,64.01,17449499,0.55,29.59,-7.56,ARIHANTCAP.NS
2024-06-01,70.06,76.15,52.96,65.8,13907668,6.47,43.79,-1.09,ARIHANTCAP.NS
2024-07-01,77.09,85.51,67.15,70.53,35193173,9.3,27.34,8.22,ARIHANTCAP.NS
2024-08-01,88.36,90.47,70.34,77.66,34113745,13.78,28.62,21.99,ARIHANTCAP.NS
2024-09-01,108.0,123.33,91.08,93.66,56428615,15.31,35.41,37.3,ARIHANTCAP.NS
2024-10-01,111.32,124.8,97.32,110.0,21334333,1.2,28.24,38.5,ARIHANTCAP.NS
2024-11-01,106.02,117.6,95.23,111.97,10807425,-5.31,23.49,33.19,ARIHANTCAP.NS
2024-12-01,99.5,116.37,96.26,106.11,9158605,-6.23,20.89,26.96,ARIHANTCAP.NS
2024-01-01,383.35,394.61,264.76,273.28,4518996,40.28,49.04,40.28,ARIHANTSUP.NS
2024-02-01,343.59,414.54,323.11,386.53,1240199,-11.11,28.3,29.17,ARIHANTSUP.NS
2024-03-01,328.04,358.18,268.1,347.72,1076176,-5.66,33.6,23.51,ARIHANTSUP.NS
2024-04-01,368.45,383.64,319.37,319.37,1121971,15.37,20.12,38.88,ARIHANTSUP.NS
2024-05-01,310.15,393.51,309.16,370.44,816821,-16.28,27.28,22.6,ARIHANTSUP.NS
2024-06-01,337.26,362.72,262.07,324.1,1127348,4.06,38.41,26.66,ARIHANTSUP.NS
2024-07-01,320.32,387.63,319.32,337.21,1844324,-5.01,21.39,21.65,ARIHANTSUP.NS
2024-08-01,321.81,326.94,277.02,325.85,891733,-1.24,18.02,20.41,ARIHANTSUP.NS
2024-09-01,419.32,428.39,318.18,323.36,3249087,29.68,34.64,50.09,ARIHANTSUP.NS
